,track_id,track_name,artist_name,acousticness,valence,danceability,kmeans
1480,1hy6kKvsPbv7VTcllCuATC,I'll Be Home,Meghan Trainor,0.303,0.301,0.514,2
1482,5KHzV8Gf3aweIMImliFAOs,Happy Xmas (War Is Over) (feat. Sean Ono Lennon),Miley Cyrus,0.0626,0.197,0.284,2
1483,6s2wpWPFPAgKg2LXxi1Oee,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,0.362,0.407,0.357,2
1489,4lelBtLnt1mEfH6MlVp5yG,Pangako sa Pasko,Cocoy Claravall,0.962,0.148,0.303,2
1492,4eqne0oIdt9GW2ubiliny0,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",Judy Garland,0.961,0.111,0.273,2
1504,1gdMKFGWrI34ZTO8k7Hfg6,Call You (feat. Nasri of MAGIC!),Cash Cash,0.12,0.112,0.494,2
1513,1SO5RyYJZUAI0aHkAkrF2p,Everything I Need (From Aquaman: Original Motion Picture Soundtrack) - Film Version,Skylar Grey,0.401,0.261,0.378,2
1523,0gDRtumoR9ZrvAlnniToMz,Ikaw At Ako,Moira Dela Torre,0.887,0.366,0.445,2
1548,4lD7gHKF1e8Y9stQuVezZB,ghostin,Ariana Grande,0.422,0.111,0.396,2
1551,3UVmcKKagaUqqruhrnyOiA,"Ikaw Ang Aking Mahal - Recorded at Kodama Studios, Philippines",juan karlos,0.0627,0.201,0.314,2
1552,3efCao3RLbsz52LQ66o8Ac,"Naaalala Ka / Maging Sino Ka Man (Spotify Jams: OPM Love Songs - Recorded at Kodama Studios, Philippines)",Moira Dela Torre,0.952,0.312,0.491,2
1554,0Fh6hgq979963fIxr2VBF2,"214 - From ""Alone/Together""",JM De Guzman,0.268,0.204,0.351,2
1555,4yLc803i7qcWx4V2piWPH5,Magkunwari ('Di Man Tayo) [TODA One I Love Official Soundtrack],December Avenue,0.061,0.283,0.523,2
1557,5S4T2Pdr8qhetF3UhkwuMj,'Di Na Babalik,This Band,0.00819,0.14,0.358,2
1559,4MmPXbZ5w141AoRUCjYfuF,"214 - Recorded at Kodama Studios, Philippines",Sarah Geronimo,0.904,0.131,0.337,2
1560,7MP2p4bsW7lBGrg48oYSiA,Mitsa (Salamat),Ben&Ben,0.143,0.283,0.441,2
1561,6BxJLJw228OY5BFerPGl7z,Dahan,December Avenue,0.318,0.295,0.516,2
1562,5CThcDR9mycL3TjNKQ2qFk,"Pangako - Recorded at Kodama Studios, Philippines",Silent Sanctuary,0.621,0.385,0.344,2
1568,4mGdjNMo0RonTlOEb7cYg4,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,0.0116,0.233,0.464,2
1572,02GtNoUv85fOPEaCTlpYzr,"Kapit (From ""Alone / Together"")",Armi Millare,0.743,0.417,0.381,2
1577,2rSEuTXuRnGOHcU5JuoW13,"Beautiful Girl - Recorded at Kodama Studios, Philippines",Ben&Ben,0.903,0.18,0.246,2
1587,1ahVFh0ViDZr8LvkEVlq3B,No Sleep (feat. Bonn),Martin Garrix,0.129,0.327,0.44,2
1602,2rXVtoLBHuXcNB5DVfIc9p,Happiness,Rex Orange County,0.734,0.197,0.399,2
1605,4n7jnSxVLd8QioibtTDBDq,On My Way,Alan Walker,0.0209,0.297,0.509,2
1610,4QIo4oxwzzafcBWkKjDpXY,xanny,Billie Eilish,0.751,0.0528,0.521,2
1625,24ngpWhBOxKJtIPnzSNX8c,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),December Avenue,0.0208,0.117,0.465,2
1639,1NJcg626wLln4pGHpiV7mf,lovely,Billie Eilish,0.934,0.12,0.351,2
1641,35RDmXJ59YYGNlv1KfTGsP,Power is Power,SZA,0.00413,0.172,0.507,2
1649,4SHhui9S7lFYGHXikfneGo,Drugs & The Internet,Lauv,0.321,0.216,0.454,2
1651,4WzhjxvLP95y7AMDy0Atwb,Out Of Love,Alessia Cara,0.8,0.137,0.481,2
1652,4cbdPT6uaBOgOQe3fLMofl,Power is Power (feat. The Weeknd & Travis Scott),SZA,0.00413,0.172,0.507,2
1655,7DUmSBR4QzlTdlsIVo62ra,Araw-Araw,Ben&Ben,0.582,0.224,0.475,2
1661,1iWHabUgUuuKLBa0TzTHfk,"A Whole New World (End Title) - From ""Aladdin""",ZAYN,0.0575,0.105,0.302,2
1665,15xWRPHQMeqgdkGzInx3PY,Falling Like The Stars,James Arthur,0.823,0.19,0.296,2
1674,3tWw8jEXsPeZh7zZoidKuh,"A Whole New World - From ""Aladdin""",Darren Espanto,0.77,0.254,0.446,2
1678,5viFjDGTnrApmUY5c8qkfw,A Whole New World,Mena Massoud,0.225,0.131,0.395,2
1679,0itJunKndBvlOEyyzl070I,Speechless (Full),Naomi Scott,0.467,0.23,0.474,2
1680,4OwUJTpSipz37Aycg109fi,"A Whole New World - From ""Aladdin"" / Soundtrack Version",Alan Menken,0.866,0.219,0.266,2
1689,1Pt2STlAgfB1CiEV8mf3CN,Prince Ali,Will Smith,0.0574,0.365,0.409,2
1698,14BG5B1EJSCyNpZt096xXc,"Patawad, Paalam",Moira Dela Torre,0.865,0.193,0.472,2
1708,1bBDyj7kZdMOAMX3czsWFg,Tagpuan - Duet Version,Moira Dela Torre,0.788,0.272,0.477,2
1714,6TbDpqKCksZNJjriFhPum8,Could I Love You Any More (feat. Jason Mraz),Reneé Dominique,0.666,0.197,0.288,2
1715,6lfxq3CG4xtTiEg7opyCyx,Can't Help Falling In Love,Kina Grannis,0.905,0.143,0.266,2
1718,5EgYDyMDCi8X0zDydTF7Rb,Heartbeat (BTS World Original Soundtrack),BTS,0.39,0.307,0.437,2
1736,1zSKtBze2IReYU44W0lDzd,Can You Feel the Love Tonight,Beyoncé,0.657,0.35,0.337,2
1738,1tC5WMSlsGDFfqnrquB1ty,"SPIRIT - From Disney's ""The Lion King""",Beyoncé,0.00988,0.0466,0.448,2
1745,6b2RcmUt1g9N9mQ3CbjX2Y,How Do You Sleep?,Sam Smith,0.153,0.345,0.477,2
1751,3Y7MHz19qCg1Pkxridtu1k,The Archer,Taylor Swift,0.12,0.17,0.277,2
1753,6wo37KVqFJhtuxPTpLCcfe,Takeaway (feat. Lennon Stella),The Chainsmokers,0.12,0.357,0.294,2
1758,4ZLzoOkj0MPWrTLvooIuaa,Get You The Moon (feat. Snøw),Kina,0.72,0.0895,0.498,2
1776,0bzbvANY6oETSJLc0wlVGY,Lover,Taylor Swift,0.492,0.453,0.359,2
1781,07JZJ9YJRaiUAz9Bv8wgwH,Mabagal,Daniel Padilla,0.508,0.287,0.356,2
1801,7Livy729zY16jBsppfYLRW,Nang Iwan,This Band,0.101,0.318,0.431,2
1812,3UYiU57SMiAS5LqolhHJw1,Shameless,Camila Cabello,0.0197,0.0851,0.377,2
1813,6VqZS3Wmf53pbfDBVEYvnP,Hindi Tayo Pwede,The Juans,0.437,0.127,0.283,2
1817,22AZDYG6qrjMFg0ceeL9X6,Paalam,Moira Dela Torre,0.671,0.198,0.292,2
1841,7CZyCXKG6d5ALeq41sLzbw,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,0.0906,0.272,0.499,2
1845,2tR5liucorXRwduxr0qEx6,Binalewala - Original Version,Michael Dutchi Libranda,0.569,0.311,0.501,2
1853,55wiiyCgZIFAbQxDUctLjd,Binalewala - Acoustic Version,Michael Dutchi Libranda,0.868,0.345,0.46,2
1855,1HfMVBKM75vxSfsQ5VefZ5,Lose You To Love Me,Selena Gomez,0.576,0.0916,0.505,2
1857,6YQlCOZnlFmqeciAh58fDE,Orphans,Coldplay,0.0258,0.282,0.503,2
1862,39JRmdKFka1Oe09FoOCPI4,Selah,Kanye West,0.647,0.146,0.482,2
1865,2SasoXZyv82yYgHiVOvxQn,On God,Kanye West,0.0671,0.393,0.41,2
1867,454Epa1vrCGFddHXKyC1kb,Water,Kanye West,0.57,0.283,0.505,2
1870,1Av69kr9JitqPWo7WJLS5q,Can We Kiss Forever?,Kina,0.898,0.119,0.493,2
1876,5wQnmLuC1W7ATsArWACrgW,Welcome to the Black Parade,My Chemical Romance,0.000289,0.236,0.217,2
1893,3Z0oQ8r78OUaHvGPiDBR3W,Into the Unknown,Idina Menzel,0.849,0.274,0.323,2
1894,2gMXnyrvIjhVBUZwvLZDMP,Before You Go,Lewis Capaldi,0.604,0.183,0.459,2
1895,7n7mTiptQT1iNa7rMhcZS8,"A Perfect Christmas - Recorded at OnQ Studios, Manila",Tatak Pinoy All-Stars,0.663,0.456,0.358,2
1897,421eObjg0DTm2qajJl5OJm,Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,0.0244,0.313,0.456,2
1898,50WeOnXhM1H7AZEeIDoWfZ,Show Yourself,Idina Menzel,0.724,0.174,0.321,2
1900,7namdlOhbtsc8FvoSafOQt,Lost in the Woods,Jonathan Groff,0.695,0.293,0.366,2
1903,61HVbcNeRACZpyvHrc3AnD,All Is Found,Evan Rachel Wood,0.926,0.195,0.228,2
1904,1gilgPrTkkZTp09Xf8zCmK,The Next Right Thing,Kristen Bell,0.839,0.146,0.296,2
1906,5EeQQ8BVJTRkp1AIKJILGY,All Is Found - Kacey Musgraves Version,Kacey Musgraves,0.954,0.106,0.438,2
1911,0sf12qNH5qcw8qpgymFOqD,Blinding Lights,The Weeknd,0.00147,0.345,0.513,2
1957,5JfXvkPqBWrTUBb1OWs1mU,Alam Ko,John Roa,0.809,0.272,0.326,2
1962,4AQzk2yNWKs6sYhZi6NzVN,Me & You Together Song,The 1975,1.65e-06,0.394,0.272,2
1978,5p0ietGkLNEqx1Z7ijkw5g,My Love,Westlife,0.098,0.328,0.491,2
1992,73SpzrcaHk0RQPFP73vqVR,No Time To Die,Billie Eilish,0.917,0.0517,0.38,2
1994,2ZTYlnhhV1UAReg7wIGolx,To Die For,Sam Smith,0.832,0.307,0.483,2
2009,3bHKTyjnhkhCOpTDYTMZmN,We are Bulletproof : the Eternal,BTS,0.225,0.19,0.526,2
2011,2Nib4r0saYQf2pUV4RFDhl,Interlude : Shadow,BTS,0.115,0.141,0.385,2
2017,3PgjBOoA5OytNGkglObpOd,Sa Susunod na Habang Buhay,Ben&Ben,0.432,0.274,0.311,2
2031,5w4faQsr8wjIBBRDrZ6Udw,Patawad,Moira Dela Torre,0.412,0.144,0.417,2
2032,39EXZNMxb4RBHlRjnRaOKp,Sweet Night,V,0.495,0.149,0.462,2
2033,7tQ2P3dP76bj1aSEfe8StO,Dantay,Kiyo,0.812,0.14,0.387,2
2037,5Mw9bXG1dLNhbjofkVS2oR,Oceans (Where Feet May Fail),Hillsong UNITED,0.508,0.056,0.262,2
2039,6b5P51m8xx2XA6U7sdNZ5E,Alone Again,The Weeknd,0.033,0.0599,0.218,2
2040,6kWxIqQDsKFYCJGbU4AjCX,Hardest To Love,The Weeknd,0.0909,0.108,0.467,2
2041,4BGZF4oLbTL0pWm7C18pbv,Scared To Live,The Weeknd,0.131,0.196,0.504,2
2044,1sOW4PuG5X3Ie3EXUhAopJ,Escape From LA,The Weeknd,0.0456,0.168,0.404,2
2046,3orEOtd8CPL8GFlpRpKuoE,Faith,The Weeknd,0.612,0.128,0.375,2
2048,6SFeCisbYSqaQwL9hucoF2,You Decorated My Life,Kenny Rogers,0.662,0.153,0.264,2
2051,0GVKkD74xcixRYYG3zv1NL,Flower,Yoon Mirae,0.747,0.192,0.319,2
2052,5CDq3Ekm0E0c23S0mbEELV,Here I Am Again,Yerin Baek,0.831,0.204,0.451,2
2057,7EoLMCwL7LfLsLF8acLpih,Landas,Magnus Haven,0.222,0.121,0.43,2
2065,6ZMct78FDodlW1QEWlmVTB,Delubyo,Unique Salonga,0.912,0.13,0.439,2
2070,2WweTKhQ0GaXlyXOzj4NE2,Huwag Ka Sanang Magagalit,Unique Salonga,0.59,0.241,0.517,2
2082,7jTO2Pyavfit1JCdMVrkud,Bakas Ng Talampakan,December Avenue,0.0583,0.327,0.463,2
2087,31Z8a8TVSOK5qMtkCfp05m,Lead Me Lord,Gary Valenciano,0.898,0.246,0.498,2
2089,2hfoyc7ve6xM4ZEiNIiU1B,Gimme Love,Joji,0.696,0.0743,0.482,2
2090,1uRwUQicwng6S44RtsANQv,Hatid,The Juans,0.874,0.137,0.34,2
2092,1fipvP2zmef6vN2IwXfJhY,I’m Ready (with Demi Lovato),Sam Smith,0.00346,0.152,0.501,2
2117,1NopgVCMVhCKIm64tF7auX,With A Smile,Eraserheads,0.72,0.344,0.328,2
2120,0GGfPhGuWC2JGc7hlvjLXa,Alapaap,Eraserheads,0.0638,0.291,0.331,2
2124,37IyluB7MO8TMJGSf4h4dz,Alapaap / Overdrive,Tanya Manalang,0.479,0.357,0.352,2
2128,3c7peg169veVaJRzlbCaKw,good guys,LANY,0.593,0.248,0.455,2
2135,3fGnrtrtL1IHSX9t4DKOYf,Cornelia Street - Live From Paris,Taylor Swift,0.578,0.304,0.502,2
2144,5Ncjypx5upZS5ZZTaqUzIf,Honsool,Agust D,0.00036,0.187,0.478,2
2146,3wS2dXzQw58b1e3AR8YStR,Interlude : Set me free,Agust D,0.0755,0.207,0.31,2
2149,3AQrryq4mc956K3RtLZAFo,Tonight (I Wish I Was Your Boy),The 1975,0.123,0.282,0.496,2
2159,7tIFeLQFS7A6DLcZ12Mv3U,Underwater,BAEKHYUN,0.51,0.304,0.37,2
2167,0oQc0F6KUE7QY7k5TU6bic,Chromatica II,Lady Gaga,0.473,0.113,0.184,2
2170,3CGZ7wfk4skmuyQgua1C1K,Chromatica I,Lady Gaga,0.0126,0.0588,0.231,2
2186,3X9c4tBzSdGhlO4Fx3WYgW,Lifetime,Ben&Ben,0.292,0.401,0.386,2
2201,55XlSI5d8hMVoNjVkpQpT7,Malayo,Ace Banzuelo,0.797,0.164,0.421,2
2212,50wetCP0Nsx5sIaFHCYlCe,Love Somebody,Lauv,0.262,0.373,0.465,2
2216,74jVIbukOhR0Am7YXKiJMM,Nakikinig Ka Ba Sa Akin,Ben&Ben,0.694,0.325,0.448,2
2222,61lfBHo44YaBIhAx1031CP,dear P,HONNE,0.77,0.453,0.304,2
2223,1WJNTBzGIcnkJMN77XJlW4,one way to tokyo,HONNE,0.809,0.181,0.388,2
2240,6qCDsNEOnQ6uPG7m8gWUkW,"I Will Be Here (Original Soundtrack from the movie ""Through Night And Day"")",Alessandra De Rossi,0.902,0.221,0.426,2
2244,3TZ7NHkMT82AhwuYsd00Hz,Your eyes tell,BTS,0.279,0.258,0.449,2
2245,5raJ9QoZOdoRZ1MZOcygkR,INTRO : Calling,BTS,0.582,0.0806,0.486,2
2246,0VF357Gjay5vvCqWA1kSu6,OUTRO : The Journey,BTS,0.704,0.165,0.523,2
2250,1Z0sOoWABNbbiadSEea2z9,I,Twenty-Nine Eleven,0.276,0.229,0.522,2
2260,72C7aUQECOhNtnD0AC36ua,They Don't Know About Us,One Direction,0.135,0.336,0.512,2
2270,0UAB340gAcSMk3r0a8PTag,More Than This,One Direction,0.0607,0.225,0.498,2
2276,4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),Taylor Swift,0.778,0.152,0.298,2
2277,1DnpjwTbSwV2V6O4PABMjW,my tears ricochet,Taylor Swift,0.806,0.111,0.456,2
2287,08fa9LFcFBTcilB3iq2e2A,epiphany,Taylor Swift,0.731,0.113,0.354,2
2290,3kwgqoBqTwoAH4nT29TYrq,Nobody's Love,Maroon 5,0.31,0.154,0.486,2
2291,4xqrdfXkTW4T0RauPLv3WA,Heather,Conan Gray,0.584,0.27,0.357,2
2293,2ygvZOXrIeVL4xZmAWJT2C,my future,Billie Eilish,0.795,0.0875,0.444,2
2295,6KawczP7xc6xQRIpOqvpey,Tilaluha,SB19,0.826,0.218,0.463,2
2304,4lSMKPkbZOAYPw3zxJ2eAF,you!,LANY,0.00648,0.276,0.5,2
2305,6ZfXA2xakAvphXOSOJ3u1W,When I Look At You,Miley Cyrus,0.142,0.194,0.459,2
2309,0knRQzgvbUed6K74mX81hG,Kabilang Buhay,Bandang Lapis,0.251,0.203,0.389,2
2312,5dwQhzeE8LXpl9sbZJZmQS,the lakes - bonus track,Taylor Swift,0.85,0.287,0.509,2
2313,7rgjkzZBhBjObaYsvq8Ej0,Lose,NIKI,0.846,0.22,0.41,2
2330,5rZlwNFl01HqLWBQGryKSm,Mood Swings (feat. Lil Tjay),Pop Smoke,0.487,0.269,0.48,2
2338,6AW99vPF910QPZCNpBqbvt,It Is the Lord!,Jose Mari Chan,0.848,0.174,0.375,2
2339,4enEJGj42a9Nk9Gh7DNhWL,Let Me Be The One,Jimmy Bondoc,0.827,0.316,0.505,2
2340,3mX705S89qQeNtAASMdcws,When a Child Is Born,Jose Mari Chan,0.751,0.235,0.497,2
2346,0WQ3Tia6vwHjbWuMGTsQU4,Wide Open (Foreword),NIKI,0.323,0.253,0.459,2
2351,7yMbKYsM9vTQA7SoNYkNO2,If There's Nothing Left...,NIKI,0.456,0.287,0.499,2
2370,6AGOKlMZWLCaEJGnaROtF9,Put Your Records On,Ritt Momney,0.0563,0.151,0.399,2
2371,3Nc86B5XmDlG1KuEeSLD8x,Ew,Joji,0.804,0.0376,0.48,2
2388,39kzWAiVPpycdMpr745oPj,You Never Know,BLACKPINK,0.237,0.322,0.477,2
2392,1FvNOyyBpkZaAZBASx3BH8,i still talk to jesus,LANY,0.524,0.241,0.502,2
2394,5KCbr5ndeby4y4ggthdiAb,Wonder,Shawn Mendes,0.131,0.132,0.333,2
2397,68BpjQ7Vc8uUHvUKMcLLHe,(what i wish just one person would say to me),LANY,0.0598,0.254,0.244,2
2402,0wUSZjJVblGKntOqBSWMdo,Bawat Daan,Ebe Dancel,0.0342,0.292,0.229,2
2418,6KfGuMyhHwuQtMSBvQ02pI,Paubaya,Moira Dela Torre,0.766,0.174,0.373,2
2421,2E9xsudYVeGHnfrYqHFFaQ,Synesthesia (Bonus Track),Mayonnaise,0.755,0.187,0.292,2
2437,7mBgzdwjJzfnUJtHrRXuCA,BEHIND THE MASK,TWICE,0.0689,0.346,0.362,2
2449,1bj8x3ERN9gSc2NfJIpc76,pov,Ariana Grande,0.36,0.165,0.474,2
2457,45S5WTQEGOB1VHr1Q4FuPl,Golden,Harry Styles,0.21,0.254,0.448,2
2492,3yXUG6wZczeYgCE3L0z2pD,Intro : Walk the Line,ENHYPEN,0.0147,0.275,0.45,2
2494,031mgKcbAk6cL9ZpfIEq4K,Nothing On Me,KAI,0.036,0.324,0.517,2
2495,3jkDtDzZKCmWtDccH7UUsq,Outro : Cross the Line,ENHYPEN,0.158,0.436,0.39,2
2499,5S5M1oItQTUjJHtliGK3T6,"Umaaraw, Umuulan",December Avenue,0.00143,0.342,0.502,2
2503,0sY6ZUTh4yoctD8VIXz339,champagne problems,Taylor Swift,0.92,0.32,0.462,2
2504,5BK0uqwY9DNfZ630STAEaq,gold rush,Taylor Swift,0.83,0.353,0.512,2
2507,0PurA4JVJ8YQgSVopY8fn6,tolerate it,Taylor Swift,0.878,0.221,0.316,2
2509,0AaV4MJrgmLV3XhoiWXjjb,evermore (feat. Bon Iver),Taylor Swift,0.937,0.314,0.395,2
2524,66VenHDtrQAw7FCjyF2J56,The Christmas Song (Shawn Mendes & Camila Cabello),Shawn Mendes,0.888,0.212,0.341,2
2531,0viGbbEJ9xV6qNJsTaXruz,I Need You Christmas,Jonas Brothers,0.637,0.169,0.359,2
2532,6RS6rcjnWrdfVuu2U2W2dj,Make It To Christmas,Alessia Cara,0.13,0.305,0.522,2
2534,2WUVQQAsWvScEdBVilRYaR,The Lighthouse Keeper,Sam Smith,0.889,0.315,0.394,2
2536,0tXPhc8LvM4dPvoRwI66XQ,I'll Be Home for Christmas,Michael Bublé,0.934,0.141,0.282,2
2560,5FiXhM80sP4yg6tEnHkZZn,HWAA,(G)I-DLE,0.0458,0.233,0.384,2
2561,5X0rdNMk9xtQ5dNVMfZA6x,Sana'y Di Nalang,Bandang Lapis,0.492,0.232,0.246,2
2562,4Yxc55NX3tAXC2mHRAhtcW,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,0.0902,0.129,0.376,2
2567,0psS4i5YooJrXfDnGvWRLi,Lo Vas A Olvidar (with ROSALÍA),Billie Eilish,0.721,0.032,0.343,2
2570,0742PcMPo2Akmo4vHC29VZ,this is how you fall in love,Jeremy Zucker,0.733,0.274,0.52,2
2585,5eTytSrtW2P1pchAEfSTta,Inevitable,Ben&Ben,0.00741,0.369,0.413,2
2594,2mf9FitEJnH6mcUU6y0Hkw,Encore,GOT7,0.0434,0.262,0.492,2
2607,161DnLWsx1i3u1JT05lzqU,Talking to the Moon,Bruno Mars,0.511,0.0784,0.498,2
2611,2pn8dNVSpYnAtlKFC8Q0DJ,On The Ground,ROSÉ,0.0174,0.286,0.311,2
2631,2M7a2Us8CEU1HZHj70byGX,Hi spring Bye,IU,0.771,0.189,0.501,2
2632,46wDG6evLn2iPoQ0F8CUWk,My sea,IU,0.365,0.122,0.353,2
2635,6rcwrRWKyjaFyUL8b8GlIJ,Epilogue,IU,0.74,0.368,0.366,2
2638,60VaORSJ5x1D4ZPSc0g2En,Bambi,BAEKHYUN,0.434,0.386,0.438,2
2644,3UHPGOkUcE4hE7sqBF4Snt,Film out,BTS,0.296,0.314,0.499,2
2645,61KpQadow081I2AsbeLcsb,deja vu,Olivia Rodrigo,0.593,0.172,0.439,2
2647,1J14CdDAvBTE1AJYUOwl6C,Arcade,Duncan Laurence,0.827,0.279,0.453,2
2648,37LhFxchiyAJVop5JgRZgY,Like Water,WENDY,0.648,0.249,0.365,2
2651,0F9Xy6OTbkqOv94pklkwKu,Best Friend (with SEULGI),WENDY,0.606,0.349,0.48,2
2658,5YL553x8sHderRBDlm3NM3,White Horse (Taylor’s Version),Taylor Swift,0.369,0.366,0.423,2
2661,7HC7R2D8WjXVcUHJyEGjRs,Breathe (feat. Colbie Caillat) (Taylor’s Version),Taylor Swift,0.156,0.321,0.506,2
2664,6iiAfo4wTA2CVC3Uwx9uh8,You’re Not Sorry (Taylor’s Version),Taylor Swift,0.0538,0.241,0.506,2
2667,2JoJrsEV15OzbijS47lids,Today Was A Fairytale (Taylor’s Version),Taylor Swift,0.0135,0.328,0.482,2
2668,3ExweHKZF9B752DPQByRVT,Change (Taylor’s Version),Taylor Swift,0.000191,0.344,0.499,2
2670,0tQ9vBYpldCuikPsbgOVKA,Untouchable (Taylor’s Version),Taylor Swift,0.0181,0.224,0.393,2
2674,1n2wszmJyVkw6FHqyLnQsY,Come In With The Rain (Taylor’s Version),Taylor Swift,0.0406,0.167,0.476,2
2677,51A8eKvvZz9uydvIZ7xRSV,Superstar (Taylor’s Version),Taylor Swift,0.157,0.171,0.454,2
2694,6HBrUqKU3IE4aHKj0foQ2b,Outro : The Wormhole,ENHYPEN,0.0612,0.116,0.278,2
2695,6gGpF8V8miC4O0GZUqSZ9a,Intro : The Invitation,ENHYPEN,0.00442,0.261,0.283,2
2719,65aiZeH9Uld7iFC4w24tiR,Be There For You,NCT DREAM,0.71,0.338,0.427,2
2722,5Hm2MJQ4ECvQmH5QWCMQrR,Paraluman,Adie,0.774,0.108,0.519,2
2723,0KmgJyW4GDgonqsoyx0CZ3,Astronomy,Conan Gray,0.593,0.111,0.471,2
2726,4LBCCdHfmHm9NwerX6hvrz,Magpahinga,Ben&Ben,0.96,0.343,0.405,2
2739,1e0Wxoraz9IzFhREDqgJAe,Butter (Instrumental),BTS,0.000178,0.41,0.429,2
2741,5CZ40GBx1sQ9agT82CLQCT,traitor,Olivia Rodrigo,0.691,0.0849,0.38,2
2743,2tGvwE8GcFKwNdAXMnlbfl,happier,Olivia Rodrigo,0.765,0.338,0.395,2
2746,5JCoSi02qi3jJeHdZXMmR8,favorite crime,Olivia Rodrigo,0.866,0.218,0.369,2
2747,1zejeOnykpCoyVSit6Bwp3,hope ur ok,Olivia Rodrigo,0.388,0.172,0.443,2
2752,2zDCJxQALaKymrn3LdBFd0,Leaves (feat. Young K),Ben&Ben,0.621,0.163,0.398,2
2774,5vyxXfD5gLlyPxGZMEjtmd,Crazier,Taylor Swift,0.0631,0.158,0.452,2
2810,5ajjAnNRh8bxFvaVHzpPjh,Reckless,Madison Beer,0.807,0.261,0.386,2
2827,6oAa31g091sMNe1TKo5LBS,Stoned at the Nail Salon,Lorde,0.947,0.104,0.466,2
2833,7LAmsNJpBaNvNg7VZPXxSv,As the World Caves In,Sarah Cothran,0.436,0.254,0.372,2
2838,2EDpsT55NCISpccODTIUiV,Si Fueras Mía,D.O.,0.687,0.398,0.386,2
2839,5orHjvcyt71Sv1O4M1GSHf,It's Love,D.O.,0.731,0.359,0.396,2
2840,0p4AJ91CdS1k8ibpguPJg5,Dad,D.O.,0.716,0.168,0.455,2
2841,2JEPz4bH3WNCvjz9rmZrpZ,Pasalubong - feat. Moira Dela Torre,Ben&Ben,0.582,0.177,0.375,2
2844,4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,Billie Eilish,0.767,0.297,0.332,2
2848,52VIdyKqp1pJRSyUQaxKUA,Everything I Own,Bread,0.735,0.446,0.365,2
2850,7giTApUAhYGe8wPub2bOBS,Sugat - feat. Munimuni,Ben&Ben,0.562,0.149,0.35,2
2866,1is8gU4RVcN4J8xItxWoOY,I GUESS I'M IN LOVE,Clinton Kane,0.877,0.223,0.422,2
2867,44V6EzbUSYgyfsNiP0FrlA,Visiting Hours,Ed Sheeran,0.77,0.263,0.471,2
2872,1F4QwL9Rj3retjba8AmkfA,Fallen Fruit,Lorde,0.931,0.0986,0.478,2
2875,6Hgk1HQsWfx6VmivH45Csc,Big Star,Lorde,0.973,0.282,0.325,2
2885,6FFtbC1K2aNeCS376paoHN,Kapangyarihan - feat. SB19,Ben&Ben,0.0114,0.315,0.449,2
2887,5otb0YFuK5z8ffisicdQfs,Elyu,Ben&Ben,0.0545,0.204,0.51,2
2889,6qS0J555KgzxQ01E8x6vux,Swimming Pool - feat. Chito Miranda,Ben&Ben,0.000987,0.462,0.225,2
2891,1kORxnBnxk57ZDioKp9pQD,Kuwaderno,Ben&Ben,0.867,0.0856,0.227,2
2895,5YGnsANs7t65udKqIwtEGv,Kayumanggi,Ben&Ben,0.874,0.306,0.399,2
2898,1dPNJDYuW9QAtkOpK3eBvO,God Breathed,Kanye West,0.289,0.0789,0.325,2
2903,7DBFslKWQzoRgO0HBBkL3u,24,Kanye West,0.129,0.343,0.386,2
2904,3gWzTnziivUYzqXtnvgN8q,Jonah,Kanye West,0.795,0.128,0.459,2
2908,6pTTEPXrL8STDDeudUCt7z,A Christmas Carol,Jose Mari Chan,0.757,0.373,0.372,2
2909,0Jn03ZRq6uRAKSiqmXQcai,Give Me Your Heart for Christmas,Jose Mari Chan,0.901,0.288,0.303,2
2919,34D6FJysnQioVingDKufuf,N 2 Deep,Drake,0.0518,0.0744,0.507,2
2925,1PDP7mLiAMwhfmgIwzhOm2,Yebba’s Heartbreak,Drake,0.967,0.0908,0.476,2
2927,5ScbulRnixQ2XAdvrPMFjz,Get Along Better,Drake,0.00645,0.338,0.32,2
2937,32BeYxKPrig1LefHsC0Xuo,Happier Than Ever - Edit,Billie Eilish,0.0468,0.127,0.334,2
2939,3EBdDNM1VcD8d8mJJEYIcJ,Make It To Me,Sam Smith,0.607,0.239,0.398,2
2949,0AY4qmK5YRpqSpGsnjskDK,The Rainy Night,NCT 127,0.359,0.337,0.476,2
2965,4feJnuMO1hnNLEWiKYDxOl,TAKE ALL THE LOVE,Arthur Nery,0.285,0.262,0.491,2
2971,5eyQmt4Ba7ZzudMIqA6yKo,Cotton Candy,Arthur Nery,0.691,0.293,0.471,2
2979,4k2QXEOnL0epRAwFWJrqJZ,Nang Dumating Ka,Bandang Lapis,0.0148,0.322,0.459,2
