,track_id,track_name,artist_name,instrumentalness,liveness,loudness,kmeans
1421,5sdb5pMhcK44SSLsj1moUh,I Found You (with Calvin Harris),benny blanco,0.0579,0.298,-4.194,1
1426,6xdLJrVj4vIXwhuG8TMopk,Crazy Little Thing Called Love - Remastered 2011,Queen,4.74e-06,0.349,-6.887,1
1430,0YwBZKT8JE4U5TwmYE9BV9,Radio Ga Ga - Live Aid,Queen,0.0,0.955,-6.668,1
1432,4as4XEOR03oGm1STUKl6pa,BBIBBI,IU,0.0,0.3,-4.692,1
1434,6mQLN3zRtAp6ovjusyYKrV,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,0.0,0.465,-4.993,1
1436,0N8MGHEDAq29ip7RrlrTeN,Beach House,The Chainsmokers,0.0,0.348,-4.477,1
1440,51NFxnQvaosfDDutk0tams,bellyache,Billie Eilish,0.0734,0.482,-8.597,1
1441,6fFTPGGItuEpjwXRUIr4rk,comethru,Jeremy Zucker,0.0,0.625,-12.603,1
1448,4m5Cd9kAbIxg6t9sMrQWtk,TIC TOC,6ix9ine,0.0,0.344,-6.646,1
1453,72hucs56DifUiAItOhWEl9,Islands,Reese Lansangan,3.55e-06,0.3,-7.366,1
1454,27rdGxbavYJeBphck5MZAF,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1.36e-06,0.388,-5.844,1
1455,1xixJwhW5UOOnXpN7GNsPg,Kunwari,Sponge Cola,0.0,0.255,-5.144,1
1460,4Uy3kNxW2kB8AEoXljEcth,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,2.3e-06,0.347,-5.158,1
1466,5Q2P43CJra0uRAogjHyJDK,"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,0.0,0.266,-4.776,1
1467,6YJdPrH3i2POzu7hdHIRrb,Santa Baby,Ariana Grande,0.0,0.284,-5.752,1
1468,3zJw3rugfpVrmBeDDnUYzy,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,0.0,0.765,-11.076,1
1469,7inXu0Eaeg02VsM8kHNvzM,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,0.0,0.34,-11.489,1
1474,4so0Wek9Ig1p6CRCHuINwW,White Christmas,Bing Crosby,0.353,0.338,-16.485,1
1479,550rQQCGkrTzvp4SfpOPzx,Hallelujah,Pentatonix,0.0,0.338,-7.385,1
1482,5KHzV8Gf3aweIMImliFAOs,Happy Xmas (War Is Over) (feat. Sean Ono Lennon),Miley Cyrus,0.0,0.371,-4.893,1
1483,6s2wpWPFPAgKg2LXxi1Oee,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,1.37e-06,0.727,-8.444,1
1486,78pn8k7RogKo2oxl0DyX6d,One More Sleep,Leona Lewis,0.0,0.344,-3.849,1
1489,4lelBtLnt1mEfH6MlVp5yG,Pangako sa Pasko,Cocoy Claravall,0.366,0.319,-16.852,1
1495,15coTBAzEN1bOeipoNDZAR,"Merry Christmas, Happy Holidays",*NSYNC,0.0,0.881,-3.967,1
1499,0gdYUlrMgRS9HfBX37EoVf,Take That Man,IV Of Spades,0.016,0.409,-6.778,1
1504,1gdMKFGWrI34ZTO8k7Hfg6,Call You (feat. Nasri of MAGIC!),Cash Cash,0.0,0.374,-4.101,1
1512,6yIdwnpDHufLWgQcveTPMk,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,1.3e-05,0.325,-8.374,1
1517,4KmkG7fVe8bNBUpCbKCdJQ,Anino,Up Dharma Down,0.000152,0.688,-4.018,1
1523,0gDRtumoR9ZrvAlnniToMz,Ikaw At Ako,Moira Dela Torre,0.00179,0.322,-7.351,1
1524,2gnVqlNifLIGvinryubyG4,Bawat Kaluluwa,IV Of Spades,0.0324,0.305,-7.29,1
1540,2t8yVaLvJ0RenpXUIAC52d,a lot,21 Savage,0.00125,0.342,-7.643,1
1543,4SPu0Ql902hTVXkBoNIYtq,NASA,Ariana Grande,0.0,0.268,-6.887,1
1546,3wFLWP0FcIqHK1wb1CPthQ,fake smile,Ariana Grande,0.0,0.319,-7.412,1
1555,4yLc803i7qcWx4V2piWPH5,Magkunwari ('Di Man Tayo) [TODA One I Love Official Soundtrack],December Avenue,0.0,0.363,-4.689,1
1558,6G7DuXoSGeAf6BZivJdEjF,달라달라 DALLA DALLA,ITZY,4.23e-05,0.329,-4.564,1
1577,2rSEuTXuRnGOHcU5JuoW13,"Beautiful Girl - Recorded at Kodama Studios, Philippines",Ben&Ben,0.0,0.357,-9.469,1
1580,0GU5GuJQQEnnREO2FxnVPT,달라달라 (DALLA DALLA),ITZY,4.23e-05,0.329,-4.564,1
1582,1WSGTYKLEpKfNQYYW5Oymt,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,3.65e-06,0.358,-4.039,1
1588,4txc3txsIt81diMzGhrVPS,wish you were gay,Billie Eilish,9.38e-06,0.752,-10.198,1
1593,0uUNN1nSoUx1A4fkDCWDQ7,So Am I,Ava Max,0.0,0.353,-4.67,1
1595,0PgYPBGqF6Wm5KFHQ81nq5,comethru (with Bea Miller),Jeremy Zucker,0.0,0.606,-11.842,1
1605,4n7jnSxVLd8QioibtTDBDq,On My Way,Alan Walker,0.0,0.301,-4.929,1
1616,3VHrwffnUZFb7FidvPV3OA,Kill This Love,BLACKPINK,0.00175,0.325,-4.141,1
1622,09oZ9eXQ2fo6YDrPzJqAoP,Outta My Head (with John Mayer),Khalid,0.000274,0.369,-7.818,1
1623,696Y3Jx3k4Rjsw8gm2q4l4,Close To Me - Red Velvet Remix,Ellie Goulding,0.0,0.36,-6.58,1
1635,6JdS5rJvJaRA7B1tcm7kxZ,Dionysus,BTS,0.0,0.319,-2.769,1
1636,2isSdmQfVv32j2haL6hk9x,Intro : Persona,BTS,0.0,0.313,-4.475,1
1642,2FXd6kKCtBIc6UfN1gH1pA,FANCY,TWICE,0.0,0.627,-2.15,1
1644,045vckAeaQEbJ3vmatyBWt,STUCK IN MY HEAD,TWICE,0.0,0.431,-3.48,1
1646,4M0eE7cZ9lx4ygXSSbfAtp,GIRLS LIKE US,TWICE,0.0,0.422,-4.381,1
1649,4SHhui9S7lFYGHXikfneGo,Drugs & The Internet,Lauv,1.06e-05,0.332,-6.596,1
1654,7178ubXeY1sFOqdNkKrUwb,Pagtingin,Ben&Ben,0.0,0.404,-8.464,1
1670,340UVheS8z3ncW9TTUhAbc,Nightmare,Halsey,0.0,0.359,-5.075,1
1672,5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,"Tyler, The Creator",5.98e-06,0.795,-8.866,1
1673,0mjAU3yKR1QnXnHtjGJqTM,Rescue Me,OneRepublic,0.0,0.694,-7.737,1
1681,6aoGtdWXBkYQ2O2wnyIz2x,Not Ok,Kygo,2.07e-06,0.325,-8.14,1
1683,5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,0.0,0.316,-4.792,1
1688,05CwHjIk71RXVU40boRMnR,Call You Mine (feat. Bebe Rexha),The Chainsmokers,0.0,0.414,-5.59,1
1701,3xaugmCyXrVkrDTXbFkMW3,Sanctuary,Joji,0.000275,0.372,-7.199,1
1704,2JoIjuzRplpYGvvLpSW2on,Sad Song (feat. TINI),Alesso,0.0,0.341,-6.474,1
1705,0GUbhhI5fRx7BlqlqlhjuB,Zimzalabim,Red Velvet,2.22e-05,0.336,-4.791,1
1710,4hPpVbbakQNv8YTHYaOJP4,One Thing Right,Marshmello,0.0,0.582,-2.253,1
1723,4ak7xjvBeBOcJGWFDX9w5n,Rodeo,Lil Nas X,6.98e-05,0.465,-5.614,1
1726,5ug4vqGZ3eisGhY1IsziNX,Best Part of Me (feat. YEBBA),Ed Sheeran,9.3e-06,0.285,-8.367,1
1728,2gTdDMpNxIRFSiu7HutMCg,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,0.0,0.313,-4.718,1
1729,6EbduYTr62sSzvl36wWiFM,BLOW (with Chris Stapleton & Bruno Mars),Ed Sheeran,0.0115,0.38,-5.35,1
1731,5dW1VZPcFqB4n0P08rGDgm,The Git Up,Blanco Brown,0.0,0.274,-8.635,1
1735,1DhRbox3xkceP64k3JeYfW,Antisocial (with Travis Scott),Ed Sheeran,0.0,0.361,-5.313,1
1737,0AtP8EkGPn6SwxKDaUuXec,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,0.0,0.798,-6.923,1
1740,5T03itPFOPGGkvVPvPiyla,Put It All on Me (feat. Ella Mai),Ed Sheeran,0.0,0.373,-8.306,1
1743,5DuSzOxHDi1qZycpzIWyhO,I Love You 3000,Stephanie Poetri,0.0,0.393,-7.85,1
1747,7oqftogUN82Q7VNy2TmTJW,MOOD 4 EVA (feat. Oumou Sangaré),Beyoncé,0.0,0.337,-6.175,1
1755,6jZBYN0CFwshqb6i3m4HOL,Rawstarr 'Til I Die,Psychedelic Boyz,0.0,0.337,-4.13,1
1760,7HthZga17TghgUiJxa2oiR,Karera,TJ Monterde,0.0,0.251,-4.303,1
1765,459mgeXCLhqviFmgP2pYOo,Ikaw At Ako (Movie Version),Moira Dela Torre,1.32e-06,0.4,-9.876,1
1767,4NmE2ytXI8S2svTRSmEdpO,Small Talk,Katy Perry,0.0,0.455,-5.547,1
1772,6VrLYoQKdhu1Jruei06t65,Somebody To You,The Vamps,0.0,0.333,-5.952,1
1777,0rIAC4PXANcKmitJfoqmVm,Motivation,Normani,1.21e-06,0.3,-3.967,1
1779,1SNiXDwSilLujcYdvfqVpT,Call You Mine,The Chainsmokers,0.0,0.414,-5.59,1
1780,5qSoW3ewNlhRN3FNZPmVns,Umpah Umpah,Red Velvet,0.0,0.437,-3.306,1
1781,07JZJ9YJRaiUAz9Bv8wgwH,Mabagal,Daniel Padilla,3.28e-06,0.355,-10.893,1
1782,77iVPjxBy9Q3GgOxVE1UUA,"Halik Sa Hangin - From ""The Killer Bride""",KZ Tandingan,5.24e-05,0.327,-11.387,1
1791,2dgFqt3w9xIQRjhPtwNk3D,Death By A Thousand Cuts,Taylor Swift,0.0,0.319,-6.754,1
1797,0airDlKC7gQNcooMHyIydT,Fly You to the Moon,Justin Vasquez,3.32e-05,0.352,-12.746,1
1803,1q3C6brbmRrULTyo2mseKF,FLASH,X1,0.0,0.342,-2.898,1
1807,7cHycXGo5HnVQ5NkI3dLWK,Baliw,SUD,0.000778,0.294,-9.131,1
1809,3Yh9lZcWyKrK9GjbhuS0hR,Good as Hell,Lizzo,0.0,0.442,-3.18,1
1810,7LzouaWGFCy4tkXDOOnEyM,Liar,Camila Cabello,0.00282,0.319,-6.684,1
1816,2leIuE4fdcJoNMSKu5Yr7a,Staring At The Sun (feat. SZA),Post Malone,0.0,0.308,-4.389,1
1821,7aiClxsDWFRQ0Kzk5KI5ku,hot girl bummer,blackbear,0.0,0.399,-7.109,1
1826,4W9IB5GJB8w6t9dcvdHb8B,GET LOUD,TWICE,0.00128,0.338,-3.636,1
1829,5RyWp0PkR0Zns1ThRftc6y,21:29,TWICE,0.0,0.376,-5.016,1
1831,6wyr4ReB05D9sJB1Rsmcqo,Chicken Noodle Soup (feat. Becky G),j-hope,1.09e-05,0.294,-4.081,1
1836,5WrEilrRI5cIW0DxMvQYPZ,Jopping,SuperM,0.0,0.857,-3.425,1
1843,3cphb8kdsjElYR7r5icK3H,Nice To Meet Ya,Niall Horan,0.0,0.395,-4.351,1
1856,4yI3HpbSFSgFZtJP2kDe5m,Look At Her Now,Selena Gomez,0.0254,0.304,-7.906,1
1857,6YQlCOZnlFmqeciAh58fDE,Orphans,Coldplay,0.00149,0.557,-5.051,1
1858,07Oz5StQ7GRoygNLaXs2pd,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,0.0,0.735,-3.001,1
1862,39JRmdKFka1Oe09FoOCPI4,Selah,Kanye West,0.000859,0.32,-5.673,1
1864,1WnqWQcWcuQbVzgE7ecfCY,Every Hour,Kanye West,0.000647,0.913,-6.23,1
1865,2SasoXZyv82yYgHiVOvxQn,On God,Kanye West,0.0,0.461,-4.413,1
1875,1ZPWWSwCkxKfqdp4H0RFCo,ROXANNE,Arizona Zervas,0.0,0.46,-5.616,1
1878,7pWK1kMgHy5lNNiIfuRbkP,Used To Love (with Dean Lewis),Martin Garrix,0.0,0.335,-4.722,1
1887,1jg9clsGCDqOumfS0X5xm9,Living Proof,Camila Cabello,0.0,0.359,-5.464,1
1889,1e9oZCCiX42nJl0AcqriVo,Watermelon Sugar,Harry Styles,0.0,0.335,-4.209,1
1890,7jzldCBnJjpJM3epzJ85KE,Tongue Tied (with YUNGBLUD & blackbear),Marshmello,0.0,0.426,-2.721,1
1904,1gilgPrTkkZTp09Xf8zCmK,The Next Right Thing,Kristen Bell,1.59e-05,0.385,-14.256,1
1910,5vZU1sYp7e1osTKWIMtof5,Trouble,EXO,0.0,0.511,-4.421,1
1914,2mlGPkAx4kwF8Df0GlScsC,Buttercup,Jack Stauber,0.81,0.289,-9.066,1
1925,5qrzhg9Fmu8Amg2uMhHfe5,One Wish,Ray J,0.0,0.339,-7.042,1
1927,2mvabkN1i2gLnGAPUVdwek,Christmas Tree Farm,Taylor Swift,0.0,0.324,-4.505,1
1931,4Day5xkFhvHLwXykznyRLA,All I Want (For Christmas),Liam Payne,0.0,0.514,-10.079,1
1932,1f2lkuLldqRzvaFjJdjGXX,Santa Claus Is Comin' to Town,Mariah Carey,0.0,0.698,-7.984,1
1934,3fNpKcMrEDrnjahY9kN5fQ,Alab (Burning),SB19,0.0,0.34,-2.12,1
1939,0nbXyq5TXYPCO7pr3N8S4I,The Box,Roddy Ricch,0.0,0.79,-6.687,1
1962,4AQzk2yNWKs6sYhZi6NzVN,Me & You Together Song,The 1975,0.00157,0.299,-5.861,1
1965,7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),Eminem,0.0,0.292,-5.26,1
1978,5p0ietGkLNEqx1Z7ijkw5g,My Love,Westlife,0.0,0.257,-5.975,1
1980,0TrPqhAMoaKUFLR7iYDokf,Know Your Worth,Khalid,0.00252,0.281,-7.726,1
1996,7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),Powfu,0.0,0.696,-8.765,1
1999,3IB5qOeMayvpOdHxYCL5tZ,ON (Feat. Sia),BTS,0.0,0.372,-4.397,1
2000,1iCJrfkx5U4DtmkazBSYVG,ON,BTS,0.0,0.338,-5.146,1
2010,07KegcFokV4bBD1GvO1j6L,Respect,BTS,0.0,0.287,-4.805,1
2018,5RUUkFNqH3GRKHg1xjprOb,Old Me,5 Seconds of Summer,0.0,0.266,-3.639,1
2019,2kJu14V7hbZw3I4K8L8SXb,Stupid Love,Lady Gaga,0.00041,0.275,-4.294,1
2042,2K9Ovn1o2bTGqbsABGC6m3,Too Late,The Weeknd,5.46e-05,0.685,-5.221,1
2045,5QO79kh1waicV47BqGRL3g,Save Your Tears,The Weeknd,1.24e-05,0.543,-5.487,1
2050,24Yi9hE78yPEbZ4kxyoXAI,Roses - Imanbek Remix,SAINt JHN,0.0107,0.353,-5.484,1
2058,1raaNykBg1bDnWENUiglUA,Break My Heart,Dua Lipa,1.39e-06,0.349,-3.434,1
2061,6zrJLhslleCHby0wbUnvVy,Future Nostalgia,Dua Lipa,0.0,0.321,-4.502,1
2066,6DXZiYUbrYgrVIhfX3U9Z2,Pretty Please,Dua Lipa,5.5e-06,0.286,-6.124,1
2071,353IDEfNzPJmGNRnOi5kJ1,Wildflower,5 Seconds of Summer,0.0,0.469,-4.316,1
2072,62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),Surf Mesa,0.00188,0.393,-7.567,1
2080,4KtAI0WOLiaeOfBT87shZG,Kung Pwede Lang,Emman,0.0,0.304,-14.688,1
2091,1pV9TLnQdOHbvourRO7x4m,comethru (bonus track),Jeremy Zucker,0.0,0.621,-12.293,1
2092,1fipvP2zmef6vN2IwXfJhY,I’m Ready (with Demi Lovato),Sam Smith,3.56e-05,0.282,-6.363,1
2109,11VApNQCWLJdzxWrlmwzUa,Say So (feat. Nicki Minaj),Doja Cat,4.97e-06,0.427,-4.64,1
2110,6Kj17Afjo1OKJYpf5VzCeo,Pain 1993 (with Playboi Carti),Drake,0.0,0.368,-5.532,1
2115,5WkCcSa78lM1Ym4LXzJUiN,La La Lost You - Acoustic Version,NIKI,0.0,0.348,-11.652,1
2116,4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),Ariana Grande,0.0,0.382,-6.658,1
2125,0SzvXb3BAWgTHACbIXGNPa,Halik,Kamikazee,0.0,0.253,-3.33,1
2133,1vH3GM0b9BqBCZ0ACVa7XA,Drama,TOMORROW X TOGETHER,0.0,0.26,-2.392,1
2135,3fGnrtrtL1IHSX9t4DKOYf,Cornelia Street - Live From Paris,Taylor Swift,0.0,0.721,-7.526,1
2137,24ySl2hOPGCDcxBxFIqWBu,Rain On Me (with Ariana Grande),Lady Gaga,0.0,0.323,-3.764,1
2142,0x25VdiFOIBl1epNer9L3w,Burn It,Agust D,2.1e-06,0.272,-7.088,1
2148,03o4HPzUwftpgAPNQSuaBS,This Love Isn't Crazy,Carly Rae Jepsen,0.0,0.278,-5.759,1
2153,1pi3VCMlGVaXvrjlVOkBPN,KLWKN,Music Hero,0.0,0.267,-6.997,1
2162,6R6ZoHTypt5lt68MWbzZXv,Sour Candy (with BLACKPINK),Lady Gaga,1.12e-05,0.489,-3.812,1
2163,6qI0MU175Dk2DeoUjlrOpy,911,Lady Gaga,2.07e-06,0.519,-4.563,1
2167,0oQc0F6KUE7QY7k5TU6bic,Chromatica II,Lady Gaga,0.893,0.527,-14.534,1
2168,7JDbfYUHjDzQPFSDh5lzGs,Enigma,Lady Gaga,0.0,0.694,-4.035,1
2170,3CGZ7wfk4skmuyQgua1C1K,Chromatica I,Lady Gaga,0.875,0.327,-10.773,1
2171,0zzsyWc45eUcSjw4FNHxeN,Sine From Above (with Elton John),Lady Gaga,9.84e-06,0.68,-5.746,1
2172,7sKbyYeJnITO1Eh9xd0lKd,Replay,Lady Gaga,0.0,0.944,-3.875,1
2174,62hTXlVQacy3pjBW4ntRPl,1000 Doves,Lady Gaga,1.07e-05,0.474,-4.466,1
2177,128rj96Z6tTEU3h3awSMdB,OXYGEN,TWICE,2.82e-06,0.273,-4.198,1
2179,5NhDDt5Zy8yGOECN3PLRdE,FIREWORK,TWICE,2.93e-06,0.701,-1.532,1
2180,7HzvvhTmfzvD1dV4F7MIcm,SHADOW,TWICE,0.0,0.282,-4.966,1
2181,6UrML9LyuaBWgZV3nFLLGl,SWEET SUMMER DAY,TWICE,1.14e-05,0.35,-3.189,1
2183,1IX47gefluXmKX4PrTBCRM,What is Love,TWICE,0.0,0.264,-1.572,1
2185,7aBxcRw77817BrkdPChAGY,Freedom (feat. Kendrick Lamar),Beyoncé,0.0,0.683,-6.412,1
2186,3X9c4tBzSdGhlO4Fx3WYgW,Lifetime,Ben&Ben,1.05e-05,0.393,-5.125,1
2188,4ja2gzrNh9VNigzoXfmbwD,Mariposa,Peach Tree Rascals,0.0,0.356,-5.88,1
2196,1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),Jawsh 685,0.0,0.269,-8.52,1
2200,3FARQP8fA49bSsTWjNyWmY,Secret Story of the Swan,IZ*ONE,0.0,0.319,-0.995,1
2208,24md79Pvck5AWciO5Xc3Ee,Fearless,SEVENTEEN,0.0,0.34,-4.478,1
2209,23EXCgTa99RN6b3KwtkodK,Kidult,SEVENTEEN,0.0,0.289,-3.634,1
2213,0RzT9tBLcQhofW2TNiHP9B,God’s Menu,Stray Kids,0.0,0.521,-3.618,1
2214,2kqnQCChvRpDRAasIwc4Rh,Maria,Hwa Sa,2.06e-06,0.255,-2.96,1
2218,25agDEpgr54nRvyQJHmNmR,Di Biro,Jana Garcia,0.00703,0.355,-14.627,1
2221,4Qf9ljqJtUJFH9l2LwKzo7,by my side,HONNE,0.00116,0.39,-13.192,1
2223,1WJNTBzGIcnkJMN77XJlW4,one way to tokyo,HONNE,0.0,0.379,-13.857,1
2226,3ByZXP8iXAvhIhkJccDlbD,can’t bear to be without you,HONNE,0.908,0.491,-8.638,1
2227,7AkgsceVCZ7YtpQhcminF8,lines on our faces,HONNE,0.0379,0.354,-10.948,1
2228,57RA3JGafJm5zRtKJiKPIm,Are You Bored Yet? (feat. Clairo),Wallows,2.32e-05,0.273,-6.444,1
2230,6c1QaQHdDhtFMfUkhueuXK,Monster,Red Velvet - IRENE & SEULGI,0.0,0.537,-2.569,1
2236,3CsC4l3gWDE5bgtcU57v8F,Pac-Man,Michael Bars,1.25e-05,0.339,-11.413,1
2242,6o3QUC5oAE4g6WxRIFcZtb,Wishing Well,Juice WRLD,0.0,0.267,-6.13,1
2247,3DXdjHnePKnh6oXw2ZgGSl,Smile,Katy Perry,0.0,0.339,-3.713,1
2266,0AkQbXGN4KG34TS7xLrM68,Kiss You,One Direction,0.0,0.324,-2.559,1
2270,0UAB340gAcSMk3r0a8PTag,More Than This,One Direction,0.0,0.274,-4.446,1
2273,4RpsltwxERLiq6AXU39Dhx,Last First Kiss,One Direction,0.0,0.272,-2.556,1
2291,4xqrdfXkTW4T0RauPLv3WA,Heather,Conan Gray,0.0,0.322,-7.301,1
2293,2ygvZOXrIeVL4xZmAWJT2C,my future,Billie Eilish,0.132,0.352,-10.956,1
2296,5p70OUKixtLRpnK5uSdqro,Love Goes,SB19,0.0,0.486,-5.596,1
2297,0LAh3hfeuUekvLm3Nq6MmA,Love Goes - EDM Version,SB19,0.0,0.354,-4.142,1
2298,4L2B4G5PDPL3eFMJlp6fNk,BOY - KR Ver.,TREASURE,0.0,0.348,-5.713,1
2301,6SqOpxXMMS8axhJoqz8Nel,BOY,TREASURE,0.0,0.493,-5.731,1
2310,3DD2VHxnv7C9Hew8s7Zgjf,Not Shy,ITZY,2.59e-06,0.268,-3.08,1
2311,3tdKcnxykcmJcssYDGxoC2,Don’t Give A What,ITZY,0.0,0.545,-2.926,1
2318,29QQoKCiBil8wTBeP1GDBm,Dynamite - Acoustic Remix,BTS,7.56e-06,0.366,-5.136,1
2322,3tjFYV6RSFtuktYl3ZtYcq,Mood (feat. iann dior),24kGoldn,0.0,0.272,-3.558,1
2325,2V4Fx72svQRxrFvNT1eq5f,THE BADDEST,K/DA,0.0,0.254,-4.368,1
2331,2vvN4MMtdLNQSgYsbLYmp3,Senorita,DJ Noiz,0.0,0.428,-7.777,1
2335,6Cdvxn43rU0xffhr7nlNiz,Do You Hear What I Hear?,Jose Mari Chan,2.37e-05,0.443,-14.512,1
2343,7aGyRfJWtLqgJaZoG9lJhE,Mad at Disney,salem ilese,7.39e-06,0.692,-7.313,1
2345,1qqK7QDTqnmxyjt33x61Wb,Castle In The Sky,Logan Harris,0.0,0.285,-8.144,1
2349,5bMR6Z6wztxjsXsvhChIvM,Nightcrawlers,NIKI,5.5e-06,0.27,-6.599,1
2355,45JxmBQFbuEYkX0RDZcaVJ,God's Menu,Stray Kids,0.0,0.521,-3.618,1
2363,0IpbLjg5HE1Ju4k1rhYqvp,Dynamite - Slow Jam Remix,BTS,1e-06,0.324,-3.82,1
2365,4xeOxHpKth9IdzNNIZnzhX,Dynamite - Retro Remix,BTS,0.0,0.327,-2.031,1
2376,0f1G5SHFoFC9lO03gHCGVS,Pretty Boy (feat. Lil Yachty),Joji,0.378,0.372,-6.184,1
2389,4TgxFMOn5yoESW6zCidCXL,Savage Love (Laxed – Siren Beat) [BTS Remix],Jawsh 685,0.0,0.295,-5.695,1
2393,3VI7vR4nbDDhoF63XHSbmE,paper,LANY,5.2e-06,0.283,-9.226,1
2406,3SHcE3vk03KHPKHzvTKs5j,From Home,NCT U,0.0,0.361,-3.034,1
2417,11zGbqR6W7biyOgSm3WGSO,All My Love,SEVENTEEN,0.0,0.31,-5.934,1
2421,2E9xsudYVeGHnfrYqHFFaQ,Synesthesia (Bonus Track),Mayonnaise,0.0,0.28,-9.161,1
2424,37ZtpRBkHcaq6hHy0X98zn,I CAN'T STOP ME,TWICE,0.0,0.463,-3.672,1
2429,7louodH5FUYuL3yvHQtq3O,BELIEVER,TWICE,0.0,0.663,-3.176,1
2433,5HSooivbDgCWBOv24vtYiB,SHOT CLOCK,TWICE,0.0,0.357,-2.429,1
2435,34WYAVk1WHSyMxY9tHRPyA,DEPEND ON YOU,TWICE,0.0,0.455,-6.249,1
2438,6mS8cd33jFrighnLc0obxQ,Ghosting,TOMORROW X TOGETHER,0.000961,0.305,-4.942,1
2439,4A6f3zMLDDAUgkGTLtpMc3,Wishlist,TOMORROW X TOGETHER,0.0,0.307,-5.054,1
2442,6juLaduD4STCUDWT0AYun4,MORE,K/DA,0.0,0.323,-4.592,1
2446,0K2UmT0JOcEaLssWda2703,off the table (with The Weeknd),Ariana Grande,0.0,0.402,-7.289,1
2459,6FuGJB290AQMAHTfjOYVaK,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,1.24e-06,0.372,-3.508,1
2472,249gnXrbfmV8NG6jTEMSwD,Life Goes On,BTS,0.0,0.37,-5.733,1
2477,4GVwjLRT7oSsKby7Vy8EHr,Skit,BTS,0.0,0.908,-13.135,1
2481,3us3yACYidjyZwm9to0czY,Magandang Dilag,JM Bales,0.0,0.387,-12.568,1
2485,4viLaKGdHwhW8LkZB3mRFC,I CAN'T STOP ME - English Version,TWICE,0.0,0.427,-3.459,1
2486,69WpV0U7OMNFGyq8I63dcC,Given-Taken,ENHYPEN,0.0,0.321,-4.939,1
2491,3t0Dw9zYFXK4ezJxbM3rbj,Running,Gaho,0.0,0.313,-3.112,1
2494,031mgKcbAk6cL9ZpfIEq4K,Nothing On Me,KAI,3.42e-05,0.39,-4.057,1
2499,5S5M1oItQTUjJHtliGK3T6,"Umaaraw, Umuulan",December Avenue,8.09e-06,0.484,-4.567,1
2517,01eo8yhZDkzYuog8FzYzgV,Star ng Pasko,ABS-CBN Music All Star,0.0,0.278,-8.498,1
2528,0Ie5uiv54KgCr7P4sYDTHl,Baby It's Cold Outside (duet with Michael Bublé),Idina Menzel,0.0,0.281,-8.869,1
2532,6RS6rcjnWrdfVuu2U2W2dj,Make It To Christmas,Alessia Cara,0.0,0.438,-7.87,1
2540,4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,Black Eyed Peas,0.0,0.509,-6.375,1
2545,2rjjNUYONZqC7wSd1i6OFq,Good as Hell (feat. Ariana Grande),Lizzo,0.0,0.735,-3.001,1
2546,4f2GB5ZC7vOUYPAg69N2Xw,September,"Earth, Wind & Fire",0.00526,0.344,-4.819,1
2551,3YJJjQPAbDT7mGpX3WtQ9A,Good Days,SZA,8.1e-06,0.688,-8.37,1
2564,5NvOZCjZaGGGL597exlQWv,Line Without a Hook,Ricky Montgomery,0.0,0.258,-4.969,1
2566,3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,Giveon,1.02e-06,0.303,-8.964,1
2569,1B0DvDgNgvmccdfdEK4wB5,Options (feat. Stephen Marley),Pitbull,0.0,0.303,-5.91,1
2572,60ynsPSSKe6O3sfwRnIBRf,Streets,Doja Cat,0.0382,0.338,-8.433,1
2573,5J0obeHgIFKkPiGBPTOqLw,Panalo (Trap Cariñosa),Ez Mil,0.0,0.368,-4.799,1
2594,2mf9FitEJnH6mcUU6y0Hkw,Encore,GOT7,0.0,0.887,-4.482,1
2596,1d9Ve8caYURgqYEVuEHMww,Cry Over Boys,Alexander 23,2.44e-05,0.527,-13.551,1
2616,6vFsBXYczYsP0H3lgunZOm,Cloud 9,Beach Bunny,2.62e-05,0.344,-3.593,1
