track_name,artist_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Wake Me Up,Avicii,0.532,0.783,2.0,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08
Dancing in My Room,347aidan,0.98,0.413,8.0,-11.052,0.101,0.671,7.95e-05,0.17,0.764,119.993
Anyone,Justin Bieber,0.686,0.538,2.0,-8.026,0.0345,0.181,3.13e-06,0.113,0.584,115.884
Beautiful Scars (Maximillian x Moira Dela Torre) - Acoustic,Maximillian,0.785,0.317,3.0,-8.138,0.0379,0.851,0.0,0.104,0.783,132.729
Good Days,SZA,0.436,0.655,1.0,-8.37,0.0583,0.499,8.1e-06,0.688,0.412,121.002
Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.",0.749,0.497,10.0,-12.609,0.105,0.41,0.0499,0.0504,0.585,95.818
Vibez,ZAYN,0.635,0.659,7.0,-7.499,0.116,0.242,0.0285,0.105,0.34,96.855
it’s time to go - bonus track,Taylor Swift,0.592,0.41,0.0,-12.426,0.0397,0.801,1.39e-05,0.09,0.416,151.923
drivers license,Olivia Rodrigo,0.585,0.436,10.0,-8.761,0.0601,0.721,1.31e-05,0.105,0.132,143.874
MY TREASURE,TREASURE,0.727,0.75,6.0,-5.532,0.0813,0.114,0.0,0.137,0.536,107.932
Eba,Kiyo,0.706,0.536,11.0,-9.809,0.0354,0.185,0.000732,0.118,0.683,90.004
SLOWMOTION,TREASURE,0.554,0.583,0.0,-6.873,0.0391,0.266,0.0,0.257,0.376,165.993
BE WITH ME - KR Ver.,TREASURE,0.838,0.444,9.0,-7.531,0.0995,0.438,0.0,0.195,0.784,106.947
HWAA,(G)I-DLE,0.384,0.868,6.0,-3.226,0.0711,0.0458,5.82e-06,0.0797,0.233,95.027
Sana'y Di Nalang,Bandang Lapis,0.246,0.516,7.0,-8.133,0.0353,0.492,0.0,0.108,0.232,61.256
"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,0.376,0.43,0.0,-6.585,0.0328,0.0902,0.0,0.0912,0.129,77.599
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Ariana Grande,0.88,0.662,0.0,-5.766,0.304,0.205,0.0,0.227,0.726,109.988
Line Without a Hook,Ricky Montgomery,0.432,0.652,8.0,-4.969,0.0285,0.262,0.0,0.258,0.507,190.028
Pajama Party,1096 Gang,0.752,0.607,11.0,-9.236,0.123,0.091,0.0,0.25,0.765,88.021
Heartbreak Anniversary,Giveon,0.449,0.465,0.0,-8.964,0.0791,0.524,1.02e-06,0.303,0.543,89.087
Lo Vas A Olvidar (with ROSALÍA),Billie Eilish,0.343,0.243,4.0,-14.66,0.0777,0.721,0.00198,0.0668,0.032,135.154
Skin,Sabrina Carpenter,0.557,0.457,7.0,-5.372,0.0335,0.428,0.0,0.0567,0.328,105.918
Options (feat. Stephen Marley),Pitbull,0.744,0.574,9.0,-5.91,0.155,0.0541,0.0,0.303,0.518,138.892
this is how you fall in love,Jeremy Zucker,0.52,0.204,7.0,-12.488,0.0355,0.733,2.53e-05,0.126,0.274,79.682
Celebrity,IU,0.73,0.784,9.0,-2.62,0.0691,0.191,0.0,0.0956,0.673,99.995
Streets,Doja Cat,0.749,0.463,11.0,-8.433,0.0842,0.21,0.0382,0.338,0.189,90.035
Panalo (Trap Cariñosa),Ez Mil,0.676,0.776,0.0,-4.799,0.403,0.0246,0.0,0.368,0.475,139.987
Idk,Ez Mil,0.559,0.597,0.0,-8.499,0.743,0.281,0.0,0.0699,0.602,180.024
rubberband,Tate McRae,0.64,0.593,10.0,-6.068,0.0431,0.32,0.0,0.104,0.432,155.08
You (with Marshmello & Vance Joy),benny blanco,0.668,0.563,11.0,-6.433,0.0522,0.0493,0.0,0.119,0.305,103.116
Up,Cardi B,0.868,0.795,11.0,-6.044,0.269,0.0012,0.0193,0.0461,0.819,166.0
Chasing Pavements,Adele,0.616,0.47,5.0,-6.092,0.0253,0.291,0.0,0.111,0.325,80.03
Samahan Mo Ako,Je,0.663,0.442,5.0,-12.106,0.0874,0.477,2.51e-06,0.179,0.649,79.973
Like I Want You,Giveon,0.678,0.355,10.0,-7.757,0.0627,0.759,7.06e-05,0.114,0.438,119.772
Love Story (Taylor’s Version),Taylor Swift,0.626,0.79,2.0,-4.302,0.0311,0.135,3.97e-06,0.0989,0.416,119.082
We're Good,Dua Lipa,0.722,0.588,6.0,-5.932,0.0544,0.0319,0.0,0.183,0.59,134.01
"Beginning Middle End - From The Netflix Film ""To All The Boys: Always and Forever""",Leah Nobel,0.674,0.676,2.0,-6.878,0.0367,0.43,3.13e-05,0.108,0.919,78.99
My Favourite Clothes,RINI,0.746,0.339,2.0,-9.041,0.144,0.482,1.36e-05,0.0838,0.291,119.924
Inevitable,Ben&Ben,0.413,0.771,10.0,-4.636,0.0307,0.00741,0.0348,0.093,0.369,93.034
How Do I Live,LeAnn Rimes,0.577,0.462,2.0,-7.989,0.0279,0.128,0.0,0.0822,0.258,128.303
(Everything I Do) I Do It For You,Bryan Adams,0.533,0.36,1.0,-12.633,0.0282,0.0805,1.03e-05,0.0631,0.299,131.229
Tomboy,Destiny Rogers,0.644,0.645,0.0,-5.437,0.0557,0.423,0.00512,0.116,0.459,77.998
Best Friend (feat. Doja Cat),Saweetie,0.84,0.766,4.0,-4.12,0.136,0.00302,3.61e-06,0.0684,0.402,94.018
test drive,Ariana Grande,0.698,0.708,9.0,-4.943,0.0454,0.0251,0.0,0.124,0.322,115.036
worst behavior,Ariana Grande,0.726,0.667,5.0,-5.956,0.0617,0.37,0.0,0.118,0.434,100.053
main thing,Ariana Grande,0.734,0.472,9.0,-7.782,0.0401,0.32,1.11e-06,0.112,0.235,134.109
Calling My Phone,Lil Tjay,0.907,0.393,4.0,-7.636,0.0539,0.451,1.35e-06,0.135,0.202,104.949
Encore,GOT7,0.492,0.756,2.0,-4.482,0.0406,0.0434,0.0,0.887,0.262,173.82
It Will Rain,Bruno Mars,0.574,0.824,2.0,-6.885,0.0463,0.359,0.0,0.0816,0.434,149.981
Cry Over Boys,Alexander 23,0.855,0.254,7.0,-13.551,0.0664,0.837,2.44e-05,0.527,0.378,118.006
telepatía,Kali Uchis,0.653,0.524,11.0,-9.016,0.0502,0.112,0.0,0.203,0.553,83.97
When I Met You,APO Hiking Society,0.547,0.431,10.0,-9.315,0.0507,0.835,0.000286,0.0905,0.379,71.911
Byahe,John Roa,0.682,0.471,8.0,-9.486,0.053,0.565,0.00277,0.0919,0.56,126.618
Astronaut In The Ocean,Masked Wolf,0.778,0.695,4.0,-6.865,0.0913,0.175,0.0,0.15,0.472,149.996
Why Why Why,iKON,0.749,0.634,0.0,-5.964,0.0595,0.172,0.0,0.109,0.274,123.997
Leave The Door Open,Bruno Mars,0.586,0.616,5.0,-7.964,0.0324,0.182,0.0,0.0927,0.719,148.088
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,0.713,0.676,10.0,-5.483,0.027,0.0377,0.0,0.154,0.721,99.048
Hold On,Justin Bieber,0.658,0.634,1.0,-5.797,0.0413,0.0106,0.0,0.132,0.29,139.98
"Gabay - From ""Raya and the Last Dragon""/Tagalog Version",KZ Tandingan,0.702,0.424,4.0,-10.873,0.0313,0.5,9.64e-05,0.0913,0.346,100.993
What’s Next,Drake,0.781,0.594,0.0,-6.959,0.0485,0.0136,0.0,0.162,0.0628,129.895
Talking to the Moon,Bruno Mars,0.498,0.59,1.0,-4.721,0.032,0.511,0.0,0.107,0.0784,145.867
When I Was Your Man,Bruno Mars,0.601,0.271,0.0,-8.688,0.0403,0.937,0.0,0.144,0.411,145.494
Ako Naman Muna,Angela Ken,0.713,0.258,3.0,-14.231,0.036,0.823,0.0111,0.0838,0.214,102.008
What?,SB19,0.561,0.856,6.0,-3.71,0.19,0.0575,0.0,0.0728,0.507,95.975
On The Ground,ROSÉ,0.311,0.607,1.0,-6.578,0.11,0.0174,0.0,0.131,0.286,188.7
Gone,ROSÉ,0.647,0.377,6.0,-6.003,0.0375,0.594,0.0,0.0768,0.653,79.936
Best I Ever Had,Drake,0.395,0.922,1.0,-2.176,0.375,0.19,0.0,0.134,0.558,162.361
Kiss (Never Let Me Go),Thyro,0.618,0.652,0.0,-2.971,0.0313,0.0711,0.0,0.216,0.507,139.902
Your Universe,Rico Blanco,0.445,0.573,7.0,-7.309,0.0343,0.638,6.69e-06,0.114,0.503,175.985
Cloud 9,Beach Bunny,0.637,0.929,4.0,-3.593,0.0491,0.00167,2.62e-05,0.344,0.902,80.974
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,0.677,0.696,0.0,-6.181,0.119,0.321,0.0,0.42,0.464,90.03
As I Am (feat. Khalid),Justin Bieber,0.608,0.547,11.0,-8.151,0.0368,0.131,0.0,0.0974,0.108,99.947
Deserve You,Justin Bieber,0.677,0.633,7.0,-7.831,0.0771,0.0314,0.0,0.112,0.409,89.934
2 Much,Justin Bieber,0.583,0.444,9.0,-8.601,0.0456,0.593,0.0,0.353,0.167,119.59
Off My Face,Justin Bieber,0.509,0.228,4.0,-8.68,0.0332,0.92,0.0,0.104,0.586,90.674
Unstable (feat. The Kid LAROI),Justin Bieber,0.495,0.333,4.0,-10.109,0.0288,0.737,0.0,0.112,0.37,99.757
Love You Different (feat. BEAM),Justin Bieber,0.756,0.59,8.0,-6.665,0.0589,0.068,1.45e-06,0.159,0.382,127.143
Die For You (feat. Dominic Fike),Justin Bieber,0.729,0.632,1.0,-6.572,0.032,0.00196,2.62e-06,0.0848,0.702,135.027
Loved By You (feat. Burna Boy),Justin Bieber,0.79,0.724,1.0,-6.972,0.0852,0.0696,2.33e-06,0.113,0.642,101.04
Goosebumps - Remix,Travis Scott,0.841,0.593,1.0,-7.846,0.0379,0.418,0.0,0.124,0.808,124.917
LILAC,IU,0.738,0.89,2.0,-2.275,0.0748,0.0895,1.89e-06,0.213,0.75,114.942
Flu,IU,0.842,0.647,2.0,-4.753,0.115,0.0981,0.0,0.144,0.578,92.025
Coin,IU,0.725,0.879,1.0,-3.351,0.101,0.00849,1.25e-06,0.316,0.71,118.092
Troll (Feat. DEAN),IU,0.695,0.677,9.0,-4.186,0.212,0.394,0.0,0.274,0.663,80.956
Hi spring Bye,IU,0.501,0.51,1.0,-5.996,0.0268,0.771,3.15e-06,0.0756,0.189,91.908
My sea,IU,0.353,0.419,4.0,-6.26,0.0341,0.365,0.0,0.35,0.122,134.334
Empty Cup,IU,0.755,0.493,10.0,-5.078,0.0334,0.431,0.0,0.112,0.417,104.939
Ah puh,IU,0.954,0.732,6.0,-3.618,0.0445,0.0861,4.05e-06,0.0724,0.842,120.985
Epilogue,IU,0.366,0.47,8.0,-5.51,0.0322,0.74,0.0,0.0896,0.368,179.609
You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),Taylor Swift,0.589,0.496,2.0,-7.606,0.0377,0.818,0.0,0.101,0.44,142.731
MONTERO (Call Me By Your Name),Lil Nas X,0.61,0.508,8.0,-6.682,0.152,0.297,0.0,0.384,0.758,178.818
Bambi,BAEKHYUN,0.438,0.632,7.0,-4.447,0.0417,0.434,0.0,0.214,0.386,61.45
All I Got,BAEKHYUN,0.417,0.614,3.0,-2.367,0.127,0.249,0.0,0.0672,0.719,150.055
Love Scene,BAEKHYUN,0.706,0.482,2.0,-6.927,0.037,0.738,0.000228,0.122,0.366,89.996
Cry For Love,BAEKHYUN,0.706,0.692,1.0,-4.084,0.0483,0.338,0.0,0.113,0.526,136.078
Amusement Park,BAEKHYUN,0.635,0.562,5.0,-5.374,0.0333,0.85,0.0,0.173,0.299,84.925
Privacy,BAEKHYUN,0.47,0.68,5.0,-5.448,0.0504,0.421,0.0,0.251,0.465,84.405
Film out,BTS,0.499,0.709,10.0,-6.404,0.134,0.296,0.0,0.331,0.314,164.032
deja vu,Olivia Rodrigo,0.439,0.61,9.0,-7.236,0.116,0.593,1.07e-05,0.341,0.172,181.088
Met Him Last Night (feat. Ariana Grande),Demi Lovato,0.538,0.512,4.0,-4.548,0.0262,0.22,0.0,0.101,0.12,144.978
Arcade,Duncan Laurence,0.453,0.35,9.0,-11.639,0.0425,0.827,0.00122,0.144,0.279,72.017
Like Water,WENDY,0.365,0.626,7.0,-4.247,0.0374,0.648,6.06e-06,0.115,0.249,83.823
When This Rain Stops,WENDY,0.624,0.521,8.0,-3.11,0.0365,0.805,0.0,0.112,0.382,151.759
Why Can't You Love Me?,WENDY,0.644,0.879,5.0,-1.761,0.0689,0.136,0.0,0.164,0.658,81.025
Best Friend (with SEULGI),WENDY,0.48,0.584,5.0,-4.263,0.0441,0.606,0.0,0.203,0.349,115.879
The Road,WENDY,0.565,0.628,2.0,-3.066,0.0307,0.529,0.0,0.111,0.073,97.489
Nangangamba,Zack Tabudlo,0.62,0.547,1.0,-6.772,0.0248,0.112,0.0,0.19,0.208,98.032
Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift,0.661,0.819,11.0,-6.269,0.0519,0.167,0.0,0.0647,0.724,135.937
Fearless (Taylor’s Version),Taylor Swift,0.569,0.741,5.0,-4.963,0.0282,0.0122,0.0,0.333,0.43,100.118
You Belong With Me (Taylor’s Version),Taylor Swift,0.632,0.773,6.0,-4.856,0.0346,0.0623,0.0,0.0885,0.474,130.033
Fifteen (Taylor’s Version),Taylor Swift,0.559,0.646,7.0,-4.61,0.0272,0.116,0.0,0.32,0.289,95.466
White Horse (Taylor’s Version),Taylor Swift,0.423,0.517,0.0,-7.377,0.0486,0.369,0.0,0.177,0.366,185.262
The Way I Loved You (Taylor’s Version),Taylor Swift,0.402,0.732,5.0,-4.665,0.0484,0.0033,0.0,0.108,0.472,161.032
Hey Stephen (Taylor’s Version),Taylor Swift,0.788,0.571,6.0,-6.135,0.0296,0.106,0.0,0.0934,0.797,115.99
Breathe (feat. Colbie Caillat) (Taylor’s Version),Taylor Swift,0.506,0.626,1.0,-6.066,0.0287,0.156,0.0,0.228,0.321,148.035
Forever & Always (Taylor’s Version),Taylor Swift,0.598,0.821,10.0,-4.433,0.0447,0.0231,0.0,0.143,0.673,128.03
Tell Me Why (Taylor’s Version),Taylor Swift,0.578,0.909,7.0,-3.669,0.0628,0.0222,0.0,0.333,0.541,100.023
You’re Not Sorry (Taylor’s Version),Taylor Swift,0.506,0.444,6.0,-4.99,0.0285,0.0538,0.0,0.123,0.241,133.873
Jump Then Fall (Taylor’s Version),Taylor Swift,0.572,0.69,2.0,-6.201,0.0358,0.0474,0.0,0.0897,0.624,160.111
The Best Day (Taylor’s Version),Taylor Swift,0.642,0.576,1.0,-8.524,0.0282,0.488,0.0,0.159,0.469,125.0
Today Was A Fairytale (Taylor’s Version),Taylor Swift,0.482,0.779,7.0,-5.025,0.0409,0.0135,0.0,0.296,0.328,158.162
Change (Taylor’s Version),Taylor Swift,0.499,0.815,5.0,-4.063,0.0341,0.000191,0.0,0.181,0.344,95.999
Forever & Always (Piano Version) (Taylor’s Version),Taylor Swift,0.546,0.273,9.0,-9.208,0.0308,0.819,0.0,0.137,0.271,118.753
Untouchable (Taylor’s Version),Taylor Swift,0.393,0.531,5.0,-6.112,0.0329,0.0181,0.0,0.169,0.224,200.391
We Were Happy (Taylor’s Version) (From The Vault),Taylor Swift,0.609,0.373,0.0,-8.819,0.0263,0.849,0.0,0.0779,0.13,106.007
That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),Taylor Swift,0.588,0.608,5.0,-7.062,0.0365,0.225,0.0,0.092,0.508,90.201
Don’t You (Taylor’s Version) (From The Vault),Taylor Swift,0.563,0.473,3.0,-11.548,0.0503,0.514,1.2e-05,0.109,0.405,101.934
Come In With The Rain (Taylor’s Version),Taylor Swift,0.476,0.564,2.0,-5.677,0.0269,0.0406,0.0,0.102,0.167,143.929
The Other Side Of The Door (Taylor’s Version),Taylor Swift,0.432,0.873,4.0,-4.367,0.0577,0.0279,0.0,0.167,0.629,163.936
Bye Bye Baby (Taylor’s Version) (From The Vault),Taylor Swift,0.624,0.624,5.0,-7.86,0.0539,0.334,0.0,0.0995,0.527,80.132
Superstar (Taylor’s Version),Taylor Swift,0.454,0.555,2.0,-6.69,0.0283,0.157,0.0,0.343,0.171,171.862
Kiss Me More (feat. SZA),Doja Cat,0.762,0.701,8.0,-3.541,0.0286,0.235,0.000158,0.123,0.742,110.968
Iyong Iyo,Zack Tabudlo,0.634,0.34,2.0,-10.694,0.034,0.354,0.0,0.0962,0.413,136.146
Yearly,Ex Battalion,0.849,0.61,10.0,-8.964,0.109,0.114,0.0,0.0987,0.201,114.999
ひとりじゃない,SEVENTEEN,0.663,0.706,2.0,-4.546,0.0323,0.0301,0.0,0.303,0.49,118.026
RAPSTAR,Polo G,0.789,0.536,6.0,-6.862,0.242,0.41,0.0,0.129,0.437,81.039
You make Me,DAY6,0.646,0.617,6.0,-5.606,0.0338,0.339,0.0,0.129,0.384,100.995
everyday we fight,DAY6,0.634,0.736,3.0,-6.415,0.0298,0.00333,1.29e-05,0.0906,0.723,117.002
Healer,DAY6,0.644,0.741,2.0,-4.743,0.0316,0.00145,0.0,0.0694,0.807,123.986
Only,DAY6,0.563,0.707,8.0,-5.116,0.0409,0.00982,0.0,0.0689,0.633,77.995
above the clouds,DAY6,0.532,0.658,7.0,-6.254,0.0314,0.00795,0.0,0.329,0.287,165.942
Kura Kura,TWICE,0.734,0.714,7.0,-4.351,0.0986,0.166,0.0,0.0648,0.761,130.999
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,0.65,0.825,0.0,-4.645,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091
FEVER,ENHYPEN,0.6,0.713,6.0,-5.079,0.0592,0.0642,0.0,0.142,0.471,72.999
Drunk-Dazed,ENHYPEN,0.599,0.869,5.0,-5.174,0.0618,0.000707,0.0,0.0911,0.453,132.889
Not For Sale,ENHYPEN,0.583,0.589,2.0,-6.621,0.203,0.0612,0.0,0.108,0.56,192.13
Mixed Up,ENHYPEN,0.623,0.9,8.0,-3.944,0.236,0.0486,0.0,0.266,0.773,156.889
Outro : The Wormhole,ENHYPEN,0.278,0.671,0.0,-7.558,0.0552,0.0612,0.0601,0.0802,0.116,128.586
Intro : The Invitation,ENHYPEN,0.283,0.806,9.0,-6.017,0.0555,0.00442,0.243,0.283,0.261,67.651
After School,Weeekly,0.634,0.928,1.0,-1.609,0.0514,0.00719,2.55e-06,0.0626,0.738,164.007
beside you,keshi,0.711,0.747,0.0,-6.335,0.0523,0.459,0.0,0.0957,0.852,136.0
In the morning,ITZY,0.847,0.814,11.0,-4.668,0.152,0.0825,0.000507,0.0948,0.711,140.057
Your Power,Billie Eilish,0.634,0.285,9.0,-14.007,0.0807,0.937,0.000359,0.232,0.203,129.65
KIDDING ME,ITZY,0.762,0.768,8.0,-4.267,0.0366,0.228,0.0,0.183,0.394,137.963
SHOOT!,ITZY,0.852,0.759,9.0,-4.45,0.0495,0.353,1.86e-06,0.152,0.911,131.946
Wild Wild West,ITZY,0.874,0.872,5.0,-3.72,0.0852,0.0624,2.82e-06,0.0595,0.705,100.017
Don't (feat. RM),eAeon,0.63,0.596,4.0,-7.965,0.0328,0.106,0.01,0.0983,0.275,106.935
TENNIS (0:0),ITZY,0.848,0.66,0.0,-4.131,0.0546,0.135,0.0,0.175,0.737,142.034
WITHOUT YOU (with Miley Cyrus),The Kid LAROI,0.655,0.469,0.0,-6.257,0.0292,0.173,0.0,0.0956,0.467,92.56
Booty Wurk (One Cheek At a Time),T-Pain,0.782,0.676,1.0,-6.144,0.324,0.00786,1.17e-06,0.141,0.878,158.162
"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",DJ Khaled,0.757,0.721,4.0,-2.906,0.0691,0.00196,0.0,0.647,0.364,124.036
Upuan,Ben&Ben,0.592,0.692,8.0,-6.534,0.0321,0.19,0.0313,0.0968,0.538,104.0
Bartender (feat. Akon),T-Pain,0.832,0.391,8.0,-8.504,0.0628,0.0564,0.0,0.224,0.436,104.961
Higher Power,Coldplay,0.507,0.828,10.0,-6.023,0.0449,0.00711,2.44e-05,0.261,0.489,178.032
Ever After,Bonnie Bailey,0.742,0.614,11.0,-10.138,0.0427,0.231,0.00332,0.0832,0.566,127.014
Hot Sauce,NCT DREAM,0.769,0.926,6.0,-1.627,0.0788,0.0127,0.0,0.285,0.551,100.034
Dive Into You,NCT DREAM,0.767,0.715,4.0,-3.171,0.0493,0.23,0.0,0.139,0.584,75.968
My Youth,NCT DREAM,0.779,0.676,1.0,-3.777,0.0376,0.562,0.0,0.123,0.581,119.959
Diggity,NCT DREAM,0.715,0.842,6.0,-3.085,0.0817,0.1,0.0,0.255,0.687,89.988
Rocket,NCT DREAM,0.761,0.89,6.0,-2.971,0.121,0.208,0.0,0.0449,0.766,99.987
ANL,NCT DREAM,0.668,0.714,6.0,-3.36,0.0503,0.254,0.0,0.143,0.603,157.85
"Countdown (3, 2, 1)",NCT DREAM,0.727,0.902,10.0,-3.533,0.122,0.137,0.0,0.0636,0.608,107.014
Be There For You,NCT DREAM,0.427,0.4,1.0,-5.308,0.032,0.71,0.0,0.195,0.338,175.876
Irreplaceable,NCT DREAM,0.532,0.831,2.0,-3.431,0.0557,0.17,0.0,0.511,0.82,89.923
Chosen (feat. Ty Dolla $ign),Blxst,0.571,0.767,2.0,-5.16,0.287,0.336,0.0,0.0809,0.605,93.421
Paraluman,Adie,0.519,0.246,5.0,-13.85,0.0396,0.774,2.35e-06,0.0946,0.108,90.121
Astronomy,Conan Gray,0.471,0.335,4.0,-8.767,0.0273,0.593,2.11e-05,0.297,0.111,145.252
Build a Bitch,Bella Poarch,0.855,0.463,3.0,-7.454,0.0367,0.217,1.77e-05,0.347,0.866,102.931
good 4 u,Olivia Rodrigo,0.556,0.661,6.0,-5.052,0.204,0.3,0.0,0.101,0.668,168.56
Magpahinga,Ben&Ben,0.405,0.335,8.0,-8.74,0.0284,0.96,0.000152,0.191,0.343,122.842
i n t e r l u d e,J. Cole,0.77,0.574,1.0,-5.525,0.106,0.0617,0.0,0.104,0.104,98.962
m y . l i f e (with 21 Savage & Morray),J. Cole,0.597,0.587,7.0,-7.026,0.137,0.0622,0.0,0.214,0.0753,140.021
a m a r i,J. Cole,0.725,0.713,4.0,-6.173,0.187,0.127,0.0,0.617,0.207,65.988
p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,0.861,0.656,4.0,-7.867,0.425,0.104,0.0,0.0986,0.331,88.967
a p p l y i n g . p r e s s u r e,J. Cole,0.699,0.759,1.0,-5.302,0.311,0.0814,0.0,0.312,0.404,83.092
Dick (feat. Doja Cat),StarBoi3,0.647,0.608,9.0,-6.831,0.42,0.13,0.0,0.0584,0.474,125.994
1 0 0 . m i l ‘ (with Bas),J. Cole,0.711,0.647,2.0,-5.667,0.0822,0.334,0.0,0.312,0.227,125.092
p u n c h i n ‘ . t h e . c l o c k,J. Cole,0.769,0.74,11.0,-6.579,0.378,0.197,0.0,0.171,0.692,94.104
MAPA,SB19,0.561,0.651,9.0,-4.862,0.0689,0.309,0.0,0.378,0.355,129.957
Next Level,aespa,0.82,0.852,11.0,-2.567,0.166,0.488,5.94e-06,0.0907,0.82,109.036
Got It Like That,B.I,0.803,0.519,5.0,-8.21,0.0359,0.085,7.76e-05,0.306,0.644,97.966
Butter,BTS,0.759,0.459,8.0,-5.187,0.0948,0.00323,0.0,0.0906,0.695,109.997
Butter (Instrumental),BTS,0.429,0.387,1.0,-7.486,0.0753,0.000178,0.802,0.142,0.41,109.893
enough for you,Olivia Rodrigo,0.638,0.259,7.0,-10.706,0.0898,0.753,0.0,0.219,0.269,88.485
traitor,Olivia Rodrigo,0.38,0.339,3.0,-7.885,0.0338,0.691,0.0,0.12,0.0849,100.607
"1 step forward, 3 steps back",Olivia Rodrigo,0.473,0.203,2.0,-12.627,0.102,0.941,0.0,0.126,0.419,168.884
happier,Olivia Rodrigo,0.395,0.443,6.0,-9.72,0.133,0.765,9.67e-06,0.0839,0.338,168.924
brutal,Olivia Rodrigo,0.672,0.526,4.0,-6.446,0.0599,0.0311,1.37e-06,0.28,0.28,123.999
"jealousy, jealousy",Olivia Rodrigo,0.695,0.575,10.0,-6.334,0.116,0.198,0.0,0.0614,0.699,163.929
favorite crime,Olivia Rodrigo,0.369,0.272,9.0,-10.497,0.0364,0.866,0.0,0.147,0.218,172.929
hope ur ok,Olivia Rodrigo,0.443,0.298,0.0,-12.181,0.0644,0.388,1e-05,0.103,0.172,77.253
Tonight,FM Static,0.598,0.547,10.0,-5.93,0.0232,0.285,0.0,0.0891,0.25,77.969
Moment Of Truth,FM Static,0.654,0.469,1.0,-6.141,0.0308,0.627,0.0,0.119,0.698,144.117
SUN GOES DOWN,Lil Nas X,0.551,0.636,2.0,-6.798,0.054,0.0837,4.28e-06,0.112,0.148,174.065
Our Song,Anne-Marie,0.595,0.759,11.0,-4.245,0.0423,0.141,0.0,0.172,0.515,80.953
Leaves (feat. Young K),Ben&Ben,0.398,0.281,6.0,-9.41,0.0322,0.621,0.0,0.0797,0.163,110.982
Butter (Hotter Remix),BTS,0.702,0.748,8.0,-5.215,0.0489,0.00223,0.0,0.23,0.789,110.028
Leave Before You Love Me (with Jonas Brothers),Marshmello,0.721,0.738,7.0,-4.77,0.0403,0.00226,4.41e-06,0.118,0.637,119.976
Heartbreak Anthem (with David Guetta & Little Mix),Galantis,0.595,0.784,1.0,-4.878,0.102,0.216,0.0,0.0608,0.479,124.111
0X1=LOVESONG (I Know I Love You) feat. Seori,TOMORROW X TOGETHER,0.584,0.836,0.0,-4.925,0.079,0.0558,0.0,0.0663,0.484,104.973
Anti-Romantic,TOMORROW X TOGETHER,0.641,0.489,0.0,-8.668,0.11,0.0509,0.0,0.071,0.206,142.977
Ice Cream,TOMORROW X TOGETHER,0.824,0.527,1.0,-5.256,0.0691,0.0332,0.0,0.0895,0.707,97.974
No Rules,TOMORROW X TOGETHER,0.747,0.736,5.0,-4.636,0.0544,0.00158,3.3e-05,0.214,0.703,120.03
What if I had been that PUMA,TOMORROW X TOGETHER,0.861,0.679,0.0,-5.608,0.0784,0.0287,0.0,0.362,0.589,95.985
Dear Sputnik,TOMORROW X TOGETHER,0.529,0.806,0.0,-3.8,0.0364,0.000184,4.87e-06,0.27,0.492,125.09
Frost,TOMORROW X TOGETHER,0.776,0.746,5.0,-5.528,0.0532,0.00551,0.0,0.382,0.581,96.004
0X1=LOVESONG (I Know I Love you),TOMORROW X TOGETHER,0.584,0.836,0.0,-4.925,0.079,0.0558,0.0,0.0663,0.484,104.973
Lost Cause,Billie Eilish,0.671,0.336,10.0,-8.494,0.241,0.705,0.00751,0.0577,0.518,75.051
Butter (Sweeter Remix),BTS,0.728,0.551,5.0,-5.375,0.0577,0.0674,0.0,0.335,0.792,110.059
Butter (Cooler Remix),BTS,0.651,0.809,8.0,-3.667,0.132,0.00632,0.0,0.321,0.893,110.045
To the Bone,Pamungkas,0.668,0.727,7.0,-6.55,0.027,0.514,1.9e-05,0.1,0.939,139.991
Todo De Ti,Rauw Alejandro,0.78,0.718,3.0,-3.605,0.0506,0.31,0.000163,0.0932,0.342,127.949
Don't fight the feeling,EXO,0.707,0.838,9.0,-2.983,0.117,0.0585,0.0,0.095,0.832,128.007
No matter,EXO,0.712,0.837,4.0,-2.893,0.0539,0.0595,0.0,0.209,0.433,97.977
Just as usual,EXO,0.663,0.487,4.0,-5.933,0.0308,0.402,0.0,0.354,0.584,94.115
Alcohol-Free,TWICE,0.688,0.909,8.0,-1.992,0.0624,0.0474,1.35e-06,0.0674,0.702,97.097
I Quit Drinking,Kelsea Ballerini,0.607,0.418,1.0,-6.997,0.0363,0.394,0.0,0.182,0.386,95.002
