track_name,artist_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Christmas in Our Hearts,Jose Mari Chan,0.57,0.292,5.0,-14.408,0.0293,0.841,0.0,0.137,0.399,72.534
Ngayong Gabi,Al James,0.865,0.628,2.0,-7.614,0.143,0.594,0.0,0.2,0.433,116.009
It's the Most Wonderful Time of the Year,Andy Williams,0.24,0.598,7.0,-8.435,0.0369,0.766,0.0,0.117,0.776,201.629
River (feat. Ed Sheeran),Eminem,0.757,0.748,8.0,-5.794,0.473,0.17,0.0,0.0759,0.693,90.052
Last Christmas,Wham!,0.735,0.478,2.0,-12.472,0.0293,0.189,2.48e-06,0.355,0.947,107.682
Need You,Ex Battalion,0.637,0.596,1.0,-6.864,0.127,0.484,0.0,0.102,0.291,74.635
It's Beginning to Look a Lot like Christmas,Michael Bublé,0.339,0.214,4.0,-11.714,0.0375,0.908,7.47e-06,0.341,0.363,94.775
Sana Ngayong Pasko,Lea Salonga,0.449,0.188,5.0,-12.525,0.0418,0.697,0.000812,0.129,0.0987,70.891
Kathang Isip,Ben&Ben,0.491,0.314,10.0,-8.58,0.0301,0.776,4.76e-06,0.152,0.295,126.921
Homesick,Dua Lipa,0.426,0.224,6.0,-8.683,0.0391,0.948,0.0,0.112,0.399,85.728
Mistletoe,Justin Bieber,0.666,0.543,6.0,-9.188,0.0446,0.511,0.0,0.0911,0.881,161.947
Just Love Ngayong Christmas,Various Artists,0.628,0.778,9.0,-5.604,0.0519,0.307,0.0,0.0888,0.576,90.016
Santa's Coming for Us,Sia,0.669,0.854,1.0,-4.486,0.0999,0.0205,0.0,0.047,0.707,93.057
Thunder / Young Dumb & Broke (with Khalid) - Medley,Imagine Dragons,0.513,0.684,0.0,-5.499,0.104,0.113,0.000144,0.395,0.266,83.985
Then,Anne-Marie,0.543,0.541,2.0,-5.164,0.123,0.441,0.0,0.106,0.378,112.308
Best Part (feat. Daniel Caesar),H.E.R.,0.473,0.371,4.0,-10.219,0.0405,0.795,0.0,0.109,0.413,75.208
My Only Wish (This Year),Britney Spears,0.665,0.844,0.0,-3.777,0.0273,0.171,0.0,0.225,0.665,147.073
Star Ng Pasko,Aiza Seguerra,0.536,0.55,1.0,-5.885,0.0278,0.312,0.0,0.347,0.175,91.96
Ngayong Pasko Magniningning Ang Pilipino,Gary Valenciano,0.615,0.597,0.0,-8.784,0.0318,0.612,0.0,0.0657,0.353,99.988
Sa Araw Ng Pasko,ABS-CBN Music All Star,0.518,0.332,1.0,-11.726,0.0287,0.208,0.0,0.121,0.24,130.259
Rockin' Around The Christmas Tree - Single Version,Brenda Lee,0.703,0.407,8.0,-12.155,0.0504,0.706,0.0,0.45,0.849,140.057
Santa Claus Is Coming To Town,The Jackson 5,0.682,0.577,0.0,-11.309,0.0352,0.271,0.000786,0.0796,0.943,147.331
Jingle Bell Rock,Bobby Helms,0.741,0.34,2.0,-13.421,0.0446,0.614,0.0,0.0955,0.838,119.606
Kwento Ng Pasko,ABS-CBN Music All Star,0.522,0.752,1.0,-4.507,0.0284,0.0805,0.000722,0.109,0.289,100.024
Winter Wonderland,Bing Crosby,0.648,0.228,3.0,-12.335,0.0454,0.769,0.0,0.0983,0.503,125.526
Christmas Lights,Coldplay,0.315,0.418,7.0,-9.146,0.0299,0.131,0.000679,0.0836,0.237,129.116
Pasko Sa Pinas,Yeng Constantino,0.668,0.595,2.0,-5.882,0.0399,0.391,0.0,0.164,0.487,133.816
Give Love on Christmas Day,Daniel Padilla,0.626,0.453,8.0,-6.497,0.0237,0.303,0.0,0.0439,0.468,75.005
"Thank You, Ang Babait Ninyo",Lyca Gairanod,0.615,0.62,2.0,-6.286,0.0249,0.207,0.0,0.134,0.5,94.014
Da Best Ang Pasko Ng Pilipino,Maria Aragon,0.604,0.598,5.0,-6.334,0.0468,0.459,0.0,0.107,0.493,135.747
Mary's Boy Child,Jose Mari Chan,0.583,0.297,10.0,-15.487,0.0301,0.834,5.77e-06,0.232,0.459,106.364
Holly Jolly Christmas,Michael Bublé,0.647,0.465,7.0,-8.308,0.0428,0.865,0.0,0.0882,0.699,151.251
Little Drummer Boy,Alisah Bonaobra,0.692,0.409,1.0,-9.255,0.0532,0.584,0.00427,0.111,0.248,135.981
Kumukutikutitap,Rachelle Ann Go,0.736,0.55,5.0,-8.837,0.0393,0.53,3.52e-06,0.0957,0.608,134.998
Grown Up Christmas List,Janice Javier,0.444,0.425,10.0,-7.111,0.0297,0.589,8.38e-06,0.0893,0.175,114.865
Deck The Halls,Nat King Cole,0.638,0.409,9.0,-9.882,0.0385,0.66,0.0,0.0643,0.968,107.216
Santa Baby (with Henri René & His Orchestra),Eartha Kitt,0.7,0.139,8.0,-12.346,0.0607,0.902,0.0,0.185,0.49,84.485
Frosty The Snowman,Ella Fitzgerald,0.579,0.502,8.0,-7.57,0.0513,0.733,0.0,0.281,0.836,76.816
I Saw Mommy Kissing Santa Claus,The Jackson 5,0.574,0.603,3.0,-11.652,0.0592,0.356,1.51e-05,0.792,0.653,129.204
You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,0.515,0.876,0.0,-4.286,0.0603,0.0123,0.0,0.124,0.917,185.967
Pasko Na Sinta Ko,Gary Valenciano,0.279,0.0824,7.0,-21.409,0.0338,0.735,0.000227,0.0685,0.0942,81.254
I'll Be Home For Christmas,Pentatonix,0.61,0.495,8.0,-6.906,0.0308,0.098,0.0,0.121,0.484,112.961
Angels We Have Heard on High,Acapellago,0.174,0.176,6.0,-13.755,0.0356,0.896,5.26e-05,0.337,0.183,190.991
Dear Santa - English Version,Girls' Generation-TTS,0.549,0.669,1.0,-5.283,0.0367,0.426,1.22e-06,0.0943,0.288,132.222
Candy Cane Lane,Sia,0.589,0.91,1.0,-4.206,0.0623,0.00366,4.87e-05,0.0843,0.394,130.017
Feliz Navidad,Glee Cast,0.493,0.929,2.0,-4.671,0.0575,0.109,0.0,0.508,0.909,165.058
Santa Claus Is Coming to Town,Michael Bublé,0.594,0.389,10.0,-7.109,0.0517,0.785,0.0,0.0313,0.396,122.331
Christmas Bonus,Aegis,0.654,0.772,9.0,-9.803,0.0313,0.325,2.49e-05,0.388,0.972,132.808
Sleigh Ride,Pentatonix,0.745,0.487,1.0,-8.943,0.029,0.459,0.0,0.271,0.87,107.992
O Holy Night,Regine Velasquez,0.313,0.136,8.0,-13.35,0.0371,0.89,9.1e-06,0.0713,0.198,81.391
Do They Know It's Christmas? - 1984 Version,Band Aid,0.599,0.642,0.0,-6.936,0.0363,0.164,3.33e-05,0.0992,0.349,115.412
Bibingka,Ben&Ben,0.356,0.229,8.0,-11.985,0.0328,0.797,0.0,0.112,0.431,204.074
Have Yourself a Merry Little Christmas,Jamie Rivera,0.379,0.207,6.0,-11.184,0.0274,0.721,1.01e-05,0.209,0.129,65.951
A Christmas Song for You,Jose Mari Chan,0.193,0.37,6.0,-10.554,0.0334,0.674,0.0,0.247,0.202,182.545
Jingle Bells (with The Ken Lane Singers),Frank Sinatra,0.542,0.156,8.0,-14.354,0.0287,0.866,0.0,0.0783,0.692,137.314
Kiss You This Christmas,Why Don't We,0.532,0.439,7.0,-6.976,0.0254,0.0658,0.0,0.122,0.0622,87.03
Rudolph The Red-Nosed Reindeer,The Jackson 5,0.657,0.473,0.0,-13.115,0.0295,0.22,0.0,0.0619,0.892,124.961
Rockin' Around The Christmas Tree,Miley Cyrus,0.603,0.713,10.0,-7.579,0.0351,0.0409,0.0,0.27,0.796,141.985
O Holy Night - 1999 Remastered,Nat King Cole,0.228,0.213,8.0,-11.708,0.0302,0.589,3.68e-06,0.179,0.107,65.137
IDGAF,Dua Lipa,0.836,0.544,7.0,-5.975,0.0943,0.0403,0.0,0.0824,0.51,97.028
Bartier Cardi (feat. 21 Savage),Cardi B,0.909,0.546,8.0,-7.513,0.175,0.000704,0.000823,0.36,0.0986,138.043
Universe,EXO,0.38,0.439,3.0,-5.529,0.0314,0.603,0.0,0.133,0.146,139.805
"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack",Darren Espanto,0.556,0.625,0.0,-7.178,0.037,0.336,0.0,0.11,0.403,104.913
Ain't That Why,R3HAB,0.599,0.61,6.0,-5.106,0.0536,0.391,0.0,0.169,0.33,139.842
Mi Gente - Alesso Remix,J Balvin,0.67,0.9,11.0,-2.596,0.0725,0.00855,0.0653,0.392,0.392,124.968
That's What I Like - Alan Walker Remix,Bruno Mars,0.692,0.896,1.0,-4.017,0.0502,0.0121,6.59e-05,0.199,0.798,134.056
Shape of You - Galantis Remix,Ed Sheeran,0.838,0.765,1.0,-2.332,0.0462,0.0514,0.00021,0.0297,0.905,100.021
Down (feat. Gucci Mane),Fifth Harmony,0.53,0.512,8.0,-7.094,0.133,0.0162,7.04e-05,0.128,0.401,196.121
Get Low,Zedd,0.728,0.926,1.0,-3.546,0.0541,0.0277,4.85e-06,0.0493,0.514,107.981
Wearing Nothing - Cheat Codes X CADE Remix,Dagny,0.689,0.627,6.0,-6.138,0.0453,0.0232,0.0,0.228,0.382,119.968
Waiting For,Joakim Lundell,0.584,0.598,6.0,-6.767,0.0409,0.411,0.0,0.107,0.481,110.027
Electric Gold,Marion Aunor,0.673,0.86,5.0,-2.984,0.0329,0.112,0.000424,0.0671,0.249,118.026
Darling Break Free,AmPm,0.621,0.562,6.0,-9.07,0.0305,0.028,0.00121,0.146,0.192,97.988
Know Love,DVBBS,0.537,0.85,10.0,-3.536,0.15,0.0862,0.0,0.311,0.378,109.131
Glory Days (feat. Hayley Kiyoko) - Trifect Remix,Sweater Beats,0.809,0.481,6.0,-9.242,0.0666,0.645,2.06e-06,0.113,0.517,110.041
Heartbeat,Leroy Styles,0.41,0.595,1.0,-5.65,0.0444,0.0225,0.0,0.109,0.189,103.949
WIWU,Markus,0.673,0.826,6.0,-5.242,0.0524,0.0626,0.00011,0.0858,0.182,109.978
Ain't No Mountain High Enough,Marvin Gaye,0.669,0.616,11.0,-10.776,0.033,0.482,0.0,0.179,0.818,130.037
Billie Jean,Michael Jackson,0.92,0.654,11.0,-3.051,0.0401,0.0236,0.0158,0.0359,0.847,117.046
I Want You Back,The Jackson 5,0.639,0.548,8.0,-13.534,0.0394,0.29,9.68e-05,0.366,0.887,98.359
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,0.641,0.922,2.0,-4.457,0.0786,0.0291,0.0,0.0862,0.847,146.078
Sucker for You,Matt Terry,0.874,0.649,0.0,-4.385,0.0833,0.218,0.0,0.337,0.712,95.004
Finesse - Remix; feat. Cardi B,Bruno Mars,0.704,0.859,5.0,-4.877,0.0996,0.0185,0.0,0.0215,0.926,105.115
All The Stars (with SZA),Kendrick Lamar,0.705,0.628,5.0,-5.362,0.0489,0.0287,0.0193,0.0863,0.465,96.799
For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,0.483,0.799,2.0,-4.567,0.0366,0.0188,0.0,0.226,0.171,112.946
Filthy,Justin Timberlake,0.745,0.579,1.0,-5.771,0.138,0.0354,0.0118,0.246,0.645,97.002
No Games (feat. Skusta Clee),Ex Battalion,0.694,0.52,5.0,-8.359,0.0794,0.209,0.0,0.204,0.416,99.019
Walang Tayo,Ex Battalion,0.837,0.582,1.0,-6.561,0.0377,0.28,0.0,0.0803,0.669,129.995
If You Leave Me Now (feat. Boyz II Men),Charlie Puth,0.435,0.274,9.0,-7.84,0.0358,0.902,0.0,0.158,0.422,136.123
Hanggang Kailan - Umuwi Ka Na Baby,Orange & Lemons,0.556,0.674,0.0,-5.563,0.0296,0.116,2.19e-06,0.226,0.399,146.433
Di Ako Fuckboy (feat. Agsunta),Ex Battalion,0.641,0.381,7.0,-12.189,0.0431,0.809,0.0,0.201,0.536,91.052
My My My!,Troye Sivan,0.699,0.479,1.0,-7.83,0.0919,0.00433,9.58e-05,0.0435,0.462,102.959
No Games (feat. King Badger & Skusta Clee),Ex Battalion,0.8,0.526,0.0,-8.344,0.0473,0.174,0.0,0.203,0.489,99.019
"Come with Me (feat. Bosx1ne, Flow-G, King Badger & Jroa)",Ex Battalion,0.555,0.448,0.0,-9.133,0.363,0.527,3.65e-05,0.0497,0.749,65.757
She Loves Control,Camila Cabello,0.65,0.758,2.0,-4.02,0.116,0.166,0.0,0.0889,0.663,94.9
Consequences,Camila Cabello,0.455,0.292,0.0,-6.792,0.0563,0.889,0.0,0.106,0.43,84.339
All These Years,Camila Cabello,0.732,0.436,1.0,-7.409,0.117,0.609,0.0,0.108,0.475,94.852
Something's Gotta Give,Camila Cabello,0.545,0.458,5.0,-4.6,0.0279,0.367,0.0,0.118,0.164,79.943
In the Dark,Camila Cabello,0.425,0.548,7.0,-6.762,0.114,0.21,0.0,0.115,0.282,175.756
Tell Me,Ex Battalion,0.815,0.677,2.0,-6.256,0.0614,0.538,0.0,0.104,0.908,100.019
Into It,Camila Cabello,0.569,0.649,11.0,-8.175,0.482,0.451,0.0,0.128,0.441,108.77
Rewrite The Stars,Zac Efron,0.684,0.619,10.0,-7.005,0.0386,0.0716,0.0,0.122,0.284,125.046
Pahinga,Al James,0.785,0.647,11.0,-6.577,0.0785,0.722,5.03e-05,0.102,0.505,106.072
Cebuana,Karencitta,0.84,0.789,0.0,-7.441,0.181,0.468,1.88e-06,0.108,0.507,98.06
Capital Letters,Hailee Steinfeld,0.672,0.82,0.0,-5.473,0.0767,0.0342,6.67e-06,0.0921,0.463,100.069
This Is Me,Keala Settle,0.284,0.704,2.0,-7.276,0.186,0.00583,0.000115,0.0424,0.1,191.702
Linger,The Cranberries,0.438,0.428,7.0,-14.861,0.0263,0.0841,4.63e-05,0.138,0.209,94.864
Ode To My Family,The Cranberries,0.367,0.443,7.0,-10.11,0.0235,0.0472,1.46e-06,0.344,0.149,93.93
Dreams,The Cranberries,0.551,0.643,4.0,-13.091,0.0353,0.00313,0.00385,0.421,0.514,128.661
Zombie,The Cranberries,0.309,0.649,7.0,-8.994,0.035,0.0158,0.00595,0.367,0.313,166.915
Sick Boy,The Chainsmokers,0.548,0.58,11.0,-7.524,0.121,0.104,0.0,0.127,0.462,180.066
Hayaan Mo Sila,Ex Battalion,0.708,0.704,5.0,-4.747,0.0624,0.71,0.0,0.066,0.71,80.018
St4y Up,Nadine Lustre,0.815,0.578,11.0,-7.422,0.047,0.411,0.00474,0.118,0.548,105.993
The Good Side,Troye Sivan,0.424,0.259,2.0,-16.509,0.0531,0.418,0.00247,0.354,0.316,165.755
Nadarang,Shanti Dope,0.839,0.535,1.0,-6.969,0.0799,0.609,0.0,0.115,0.693,118.008
God's Plan,Drake,0.758,0.448,7.0,-9.441,0.103,0.0309,8.67e-05,0.558,0.373,77.176
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,0.653,0.809,0.0,-4.057,0.0474,0.194,0.0,0.165,0.55,92.213
Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,0.747,0.641,1.0,-4.502,0.0925,0.25,0.00107,0.106,0.453,100.028
Mau,Shanti Dope,0.825,0.76,4.0,-5.286,0.0352,0.154,0.000346,0.079,0.537,125.069
Tagpuan,Moira Dela Torre,0.492,0.118,8.0,-8.821,0.0378,0.864,0.0,0.07,0.234,135.253
The Middle,Zedd,0.753,0.657,7.0,-3.061,0.0449,0.171,0.0,0.112,0.437,107.01
Say Something (feat. Chris Stapleton),Justin Timberlake,0.707,0.632,10.0,-7.031,0.0789,0.103,1.09e-05,0.0841,0.372,97.04
Maybe The Night,Ben&Ben,0.572,0.522,2.0,-9.095,0.0367,0.113,4.91e-05,0.114,0.498,74.05
Shantidope,Shanti Dope,0.723,0.639,1.0,-6.469,0.197,0.199,0.0,0.089,0.655,148.999
Leaves,Ben&Ben,0.447,0.16,6.0,-10.896,0.0372,0.913,0.0,0.0891,0.205,118.313
Stir Fry,Migos,0.814,0.819,2.0,-5.48,0.251,0.00316,0.0,0.133,0.517,181.958
All Falls Down,Alan Walker,0.658,0.678,1.0,-4.407,0.058,0.303,0.0,0.361,0.662,97.976
Bad Boy,Red Velvet,0.714,0.736,2.0,-3.801,0.0457,0.191,0.0,0.0553,0.814,149.985
Only One,Carlie Hanson,0.558,0.486,8.0,-5.89,0.189,0.254,0.0,0.0908,0.668,122.946
Mine,Bazzi,0.716,0.805,4.0,-3.839,0.0856,0.014,3.1e-06,0.291,0.719,142.886
Pray For Me (with Kendrick Lamar),The Weeknd,0.728,0.668,2.0,-5.02,0.126,0.0805,1.49e-05,0.102,0.162,100.537
Never Enough,Loren Allred,0.277,0.394,8.0,-8.903,0.0336,0.423,0.0,0.0952,0.227,86.777
A Million Dreams,Ziv Zaifman,0.265,0.312,7.0,-11.689,0.0569,0.243,0.0,0.0893,0.0998,54.747
The Greatest Show,Hugh Jackman,0.417,0.824,11.0,-7.36,0.105,0.000239,0.0545,0.0725,0.4,157.92
Hey Barbara,IV Of Spades,0.836,0.531,10.0,-8.871,0.0584,0.217,5.43e-05,0.074,0.965,124.007
Come Alive,Hugh Jackman,0.702,0.77,7.0,-9.411,0.128,0.00558,0.000802,0.211,0.235,118.034
Tightrope,Michelle Williams,0.351,0.331,9.0,-10.316,0.0382,0.3,9.14e-06,0.0919,0.191,161.564
The Other Side,Hugh Jackman,0.638,0.795,0.0,-8.45,0.302,0.00433,0.00139,0.153,0.31,153.99
From Now On,Hugh Jackman,0.516,0.518,4.0,-10.383,0.04,0.00483,0.00895,0.585,0.0834,108.027
A Million Dreams (Reprise),Austyn Johnson,0.253,0.139,6.0,-17.067,0.0414,0.726,5.01e-05,0.269,0.102,74.369
Never Enough (Reprise),Loren Allred,0.382,0.0541,9.0,-19.376,0.03,0.889,2.88e-06,0.0832,0.133,82.486
"Where Have You Been, My Disco?",IV Of Spades,0.848,0.637,10.0,-6.831,0.0422,0.15,1.13e-05,0.146,0.912,120.004
Ilaw Sa Daan,IV Of Spades,0.688,0.853,5.0,-6.678,0.0715,0.0344,0.0,0.388,0.512,105.05
Materyal,Shanti Dope,0.781,0.719,8.0,-5.163,0.0772,0.162,0.000614,0.0965,0.803,88.999
Heaven,Julia Michaels,0.544,0.379,7.0,-9.113,0.0412,0.863,0.0,0.083,0.322,199.756
"You Are My Sunshine - From ""Meet Me in St. Gallen""",Moira Dela Torre,0.484,0.177,2.0,-12.327,0.0331,0.918,2.88e-06,0.206,0.365,117.977
Black Panther,Kendrick Lamar,0.612,0.588,1.0,-9.355,0.355,0.62,3.85e-06,0.264,0.48,90.251
FRIENDS,Marshmello,0.626,0.88,9.0,-2.384,0.0504,0.205,0.0,0.128,0.534,95.079
High (& Dua Lipa),Whethan,0.712,0.542,10.0,-5.648,0.194,0.121,0.0,0.0662,0.656,147.864
Mundo,IV Of Spades,0.705,0.401,6.0,-8.9,0.0376,0.176,8.66e-06,0.0735,0.481,140.031
Back At One,Brian McKnight,0.661,0.346,11.0,-9.115,0.03,0.452,0.0,0.131,0.256,129.752
Halo,Beyoncé,0.422,0.712,11.0,-5.907,0.1,0.273,0.0,0.051,0.471,78.454
Only Reminds Me of You,MYMP,0.63,0.317,1.0,-10.32,0.0283,0.82,9.84e-05,0.123,0.056,79.795
Truly Madly Deeply,Savage Garden,0.555,0.698,0.0,-8.874,0.0287,0.403,0.0,0.0851,0.816,168.12
I Knew I Loved You,Savage Garden,0.609,0.495,9.0,-9.866,0.0277,0.306,5.49e-05,0.093,0.712,84.996
Valentine,Jim Brickman,0.523,0.26,1.0,-12.904,0.027,0.824,1.28e-05,0.138,0.164,95.354
The Ways (with Swae Lee),Khalid,0.727,0.72,11.0,-5.856,0.0488,0.0626,1.21e-06,0.176,0.589,140.08
Look Alive (feat. Drake),BlocBoy JB,0.922,0.581,10.0,-7.495,0.27,0.00104,5.86e-05,0.105,0.595,140.022
Getting Over You,Lauv,0.604,0.507,0.0,-7.928,0.0382,0.273,2.27e-06,0.0943,0.114,91.984
Love Lies (with Normani),Khalid,0.708,0.648,6.0,-5.626,0.0449,0.0956,0.0,0.134,0.338,143.955
You Owe Me,The Chainsmokers,0.679,0.435,6.0,-8.238,0.0449,0.237,1.54e-06,0.112,0.326,89.996
Ride Home,Ben&Ben,0.613,0.551,4.0,-8.79,0.0332,0.235,0.000672,0.175,0.432,114.11
X (with 2 Chainz & Saudi),ScHoolboy Q,0.768,0.471,2.0,-8.406,0.259,0.0201,0.0,0.268,0.405,131.023
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,0.645,0.705,1.0,-5.008,0.299,0.000813,0.0,0.128,0.376,137.133
Sa Ngalan Ng Pag-Ibig,December Avenue,0.518,0.762,7.0,-3.907,0.0305,0.0851,0.0,0.148,0.271,155.985
Sundo,Moira Dela Torre,0.355,0.367,11.0,-7.047,0.0309,0.387,2.01e-06,0.0794,0.188,139.03
You Are My Sunshine,Moira Dela Torre,0.492,0.235,2.0,-9.67,0.0315,0.921,3.69e-06,0.179,0.362,117.863
Lullaby,R3HAB,0.626,0.8,1.0,-3.988,0.035,0.0267,0.000138,0.0623,0.258,127.966
Marco's Theme - Saglit,Moira Dela Torre,0.44,0.148,7.0,-12.119,0.0343,0.949,6.13e-05,0.119,0.374,131.011
Want You Back,5 Seconds of Summer,0.608,0.873,0.0,-4.928,0.0424,0.00748,0.0,0.196,0.589,98.009
Psycho (feat. Ty Dolla $ign),Post Malone,0.748,0.546,8.0,-8.134,0.106,0.59,0.0,0.112,0.413,140.005
Tagu-Taguan,Moira Dela Torre,0.633,0.28,2.0,-11.192,0.0389,0.831,8.83e-05,0.113,0.152,87.963
Next To Me,Imagine Dragons,0.385,0.687,2.0,-4.426,0.0592,0.328,0.000163,0.0443,0.351,113.669
Wait (feat. A Boogie Wit da Hoodie),Maroon 5,0.707,0.608,8.0,-4.514,0.0548,0.0628,0.0,0.118,0.414,126.121
Like I Do,David Guetta,0.635,0.9,0.0,-3.719,0.0377,0.00664,0.0145,0.37,0.15,127.978
Oks Lang,John Roa,0.313,0.237,9.0,-14.538,0.0451,0.855,0.000386,0.0961,0.165,80.13
Take Her to the Moon,Moira Dela Torre,0.354,0.205,4.0,-7.772,0.0392,0.917,0.0,0.302,0.17,81.262
Make Me Feel,Janelle Monáe,0.859,0.413,1.0,-7.399,0.182,0.132,0.0,0.334,0.697,115.035
My Boo,Usher,0.662,0.507,5.0,-8.238,0.118,0.257,0.0,0.0465,0.676,86.412
Daydream (백일몽),j-hope,0.748,0.961,8.0,-6.518,0.0875,0.00512,0.0,0.175,0.856,116.037
Hope World,j-hope,0.706,0.896,1.0,-4.456,0.16,0.0138,0.0,0.595,0.767,117.038
항상 (HANGSANG),j-hope,0.832,0.896,6.0,-4.673,0.233,0.159,4.75e-05,0.247,0.618,178.998
P.O.P (Piece Of Peace) Pt. 1,j-hope,0.547,0.845,6.0,-5.293,0.0866,0.00652,2.4e-06,0.0604,0.67,175.816
Base Line,j-hope,0.909,0.644,9.0,-5.32,0.203,0.0376,0.0111,0.401,0.228,94.982
Airplane,j-hope,0.801,0.65,0.0,-7.855,0.0576,0.649,0.0,0.109,0.237,119.993
Norem,Shanti Dope,0.682,0.808,9.0,-7.301,0.0428,0.045,1.35e-06,0.109,0.464,148.051
Put Me Back Together (feat. Kiiara),Cheat Codes,0.567,0.644,0.0,-5.699,0.0278,0.0404,5.03e-06,0.0632,0.212,140.038
Nothing to Regret,Robinson,0.697,0.521,5.0,-6.519,0.031,0.243,0.0,0.189,0.331,91.998
SAD!,XXXTENTACION,0.74,0.613,8.0,-4.88,0.145,0.258,0.00372,0.123,0.473,75.023
Halaga,Parokya Ni Edgar,0.489,0.57,2.0,-9.197,0.0364,0.132,1.39e-06,0.274,0.643,134.486
Laro,Autotelic,0.569,0.823,0.0,-2.785,0.0271,0.00193,0.00703,0.215,0.623,139.988
Japanese Denim,Daniel Caesar,0.707,0.238,3.0,-8.818,0.0379,0.0905,2.42e-06,0.0842,0.345,124.156
BBoom BBoom,MOMOLAND,0.785,0.744,3.0,-4.249,0.0369,0.0149,0.00666,0.0661,0.833,126.018
1950,King Princess,0.6,0.535,4.0,-7.043,0.107,0.648,4.7e-06,0.162,0.269,71.912
You Are The Reason,Calum Scott,0.329,0.234,10.0,-7.725,0.0303,0.913,0.0,0.132,0.199,170.466
Mad Love,Sean Paul,0.793,0.824,2.0,-3.476,0.177,0.006,3.29e-06,0.169,0.611,98.019
Bakit Ganyan Ka?,Gracenote,0.673,0.481,9.0,-8.369,0.128,0.401,0.0,0.162,0.74,84.907
Your Side Of The Bed,Loote,0.776,0.739,8.0,-4.974,0.0301,0.0797,0.0,0.284,0.922,109.907
"Till My Heartaches End - From ""The Significant Other""",KZ Tandingan,0.497,0.375,4.0,-6.386,0.0328,0.845,0.0,0.265,0.214,130.226
"Colors - Coca-Cola® Anthem, 2018 FIFA World CupTM",Jason Derulo,0.707,0.845,8.0,-3.478,0.201,0.0278,0.0,0.134,0.507,120.125
Done For Me (feat. Kehlani),Charlie Puth,0.856,0.632,6.0,-3.692,0.074,0.193,0.0,0.0688,0.697,112.009
SouthBoys,Ex Battalion,0.769,0.648,0.0,-6.286,0.0454,0.0365,0.0,0.109,0.657,94.962
Freaky Friday (feat. Chris Brown),Lil Dicky,0.755,0.599,8.0,-5.042,0.224,0.147,0.0,0.109,0.755,133.123
Remind Me to Forget,Kygo,0.689,0.505,0.0,-6.389,0.0933,0.158,0.0,0.138,0.312,99.017
Everybody Hates Me,The Chainsmokers,0.471,0.755,11.0,-6.612,0.0455,0.00836,0.0,0.368,0.512,154.801
Nevermind,Dennis Lloyd,0.6,0.688,5.0,-8.339,0.201,0.159,1.29e-05,0.409,0.0793,99.977
Alien,Sabrina Carpenter,0.72,0.659,10.0,-4.727,0.0403,0.0588,0.0,0.0662,0.567,105.955
Strawberries & Cigarettes,Troye Sivan,0.514,0.54,9.0,-8.696,0.189,0.16,0.0,0.0902,0.27,168.065
In My Blood,Shawn Mendes,0.628,0.715,5.0,-7.097,0.0541,0.0524,0.0,0.119,0.429,139.991
Breathe,Jax Jones,0.722,0.744,11.0,-5.52,0.0363,0.0234,0.000157,0.143,0.686,125.985
Lost In Japan,Shawn Mendes,0.726,0.708,7.0,-6.908,0.356,0.303,0.0,0.348,0.417,105.084
Flames,David Guetta,0.609,0.726,5.0,-4.346,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958
Space for Two,Mr. Probz,0.477,0.6,4.0,-6.363,0.0835,0.466,0.0,0.0688,0.486,159.972
Playinwitme (feat. Kehlani),KYLE,0.687,0.587,1.0,-5.772,0.124,0.302,0.0,0.278,0.676,156.575
Lemon (feat. Drake) - Drake Remix,N.E.R.D,0.777,0.657,1.0,-6.434,0.237,0.000738,3.34e-06,0.0932,0.245,189.992
Plug Walk,Rich The Kid,0.882,0.503,11.0,-6.618,0.179,0.224,0.0,0.108,0.176,95.011
Call Out My Name,The Weeknd,0.489,0.598,1.0,-4.929,0.036,0.218,0.0,0.35,0.172,134.045
Try Me,The Weeknd,0.508,0.665,8.0,-5.748,0.0694,0.629,0.00124,0.142,0.124,91.997
Chasing Fire,Lauv,0.709,0.562,5.0,-4.864,0.0724,0.0449,0.0,0.217,0.386,125.965
Wasted Times,The Weeknd,0.562,0.674,10.0,-6.049,0.0851,0.622,2.04e-05,0.111,0.293,122.699
Change (feat. James Taylor),Charlie Puth,0.502,0.413,4.0,-7.373,0.039,0.872,0.0,0.213,0.474,175.507
Walk It Talk It,Migos,0.907,0.633,2.0,-5.145,0.184,0.0876,2.6e-06,0.106,0.395,145.914
I Was Never There,The Weeknd,0.32,0.734,10.0,-4.021,0.0331,0.133,0.000109,0.165,0.185,113.34
Hurt You,The Weeknd,0.484,0.716,5.0,-7.193,0.167,0.3,0.00214,0.112,0.365,184.131
Privilege,The Weeknd,0.391,0.595,11.0,-7.094,0.0411,0.913,0.00557,0.145,0.379,93.78
